season,week,team,redzone_trips,redzone_tds,redzone_fgs,redzone_trips_allowed,redzone_tds_allowed,redzone_fgs_forced
2022,7,DAL,5.0,3.0,1.0,1.0,0.0,0.0
2022,7,DEN,2.0,1.0,1.0,2.0,1.0,1.0
2022,7,DET,1.0,0.0,0.0,5.0,3.0,1.0
2022,7,GB,2.0,2.0,0.0,5.0,2.0,3.0
2022,7,HOU,4.0,2.0,1.0,4.0,4.0,0.0
2022,7,IND,1.0,1.0,0.0,3.0,0.0,3.0
2022,7,JAX,6.0,2.0,1.0,6.0,2.0,3.0
2022,7,KC,7.0,6.0,0.0,5.0,2.0,1.0
2022,7,LAC,4.0,3.0,0.0,6.0,4.0,2.0
2022,7,LV,4.0,4.0,0.0,4.0,2.0,1.0
2022,7,MIA,3.0,1.0,1.0,2.0,1.0,0.0
2022,7,NE,2.0,2.0,0.0,6.0,3.0,2.0
2022,7,NO,6.0,4.0,1.0,4.0,3.0,1.0
2022,7,NYG,6.0,2.0,3.0,6.0,2.0,1.0
2022,7,NYJ,2.0,1.0,1.0,2.0,1.0,1.0
2022,7,PIT,2.0,1.0,0.0,3.0,1.0,1.0
2022,7,SEA,6.0,4.0,2.0,4.0,3.0,0.0
2022,7,SF,5.0,2.0,1.0,7.0,6.0,0.0
2022,7,TB,1.0,0.0,1.0,3.0,3.0,0.0
2022,7,TEN,3.0,0.0,3.0,1.0,1.0,0.0
2022,7,WAS,5.0,2.0,3.0,2.0,2.0,0.0
2022,8,ARI,4.0,3.0,1.0,5.0,5.0,0.0
2022,8,ATL,5.0,3.0,2.0,5.0,3.0,1.0
2022,8,BAL,6.0,3.0,2.0,5.0,2.0,3.0
2022,8,BUF,5.0,3.0,1.0,3.0,2.0,1.0
2022,8,CAR,5.0,3.0,1.0,5.0,3.0,2.0
2022,8,CHI,6.0,4.0,1.0,6.0,6.0,0.0
2022,8,CIN,2.0,2.0,0.0,5.0,4.0,0.0
2022,8,CLE,5.0,4.0,0.0,2.0,2.0,0.0
2022,8,DAL,6.0,6.0,0.0,6.0,4.0,1.0
2022,8,DEN,3.0,3.0,0.0,4.0,2.0,1.0
2022,8,DET,4.0,3.0,1.0,4.0,4.0,0.0
2022,8,GB,3.0,2.0,1.0,5.0,3.0,1.0
2022,8,HOU,2.0,1.0,1.0,3.0,2.0,1.0
2022,8,IND,3.0,1.0,1.0,3.0,2.0,1.0
2022,8,JAX,4.0,2.0,1.0,3.0,3.0,0.0
2022,8,LA,2.0,2.0,0.0,5.0,4.0,1.0
2022,8,LV,1.0,0.0,0.0,5.0,3.0,1.0
2022,8,MIA,4.0,4.0,0.0,4.0,3.0,1.0
2022,8,MIN,5.0,5.0,0.0,4.0,3.0,1.0
2022,8,NE,3.0,1.0,2.0,3.0,2.0,1.0
2022,8,NO,5.0,3.0,1.0,1.0,0.0,0.0
2022,8,NYG,2.0,1.0,1.0,4.0,3.0,1.0
2022,8,NYJ,3.0,2.0,1.0,3.0,1.0,2.0
2022,8,PHI,5.0,5.0,0.0,4.0,1.0,2.0
2022,8,PIT,4.0,1.0,2.0,5.0,5.0,0.0
2022,8,SEA,4.0,3.0,1.0,2.0,1.0,1.0
2022,8,SF,5.0,4.0,1.0,2.0,2.0,0.0
2022,8,TB,5.0,2.0,3.0,6.0,3.0,2.0
2022,8,TEN,3.0,2.0,1.0,2.0,1.0,1.0
2022,8,WAS,3.0,2.0,1.0,3.0,1.0,1.0
2022,9,ARI,2.0,2.0,0.0,4.0,4.0,0.0
2022,9,ATL,4.0,2.0,1.0,4.0,2.0,2.0
2022,9,BAL,5.0,3.0,2.0,3.0,1.0,2.0
2022,9,BUF,3.0,2.0,0.0,5.0,2.0,1.0
2022,9,CAR,3.0,3.0,0.0,6.0,6.0,0.0
2022,9,CHI,5.0,4.0,1.0,6.0,4.0,0.0
2022,9,CIN,6.0,6.0,0.0,3.0,3.0,0.0
2022,9,DET,3.0,2.0,0.0,5.0,1.0,1.0
2022,9,GB,5.0,1.0,1.0,3.0,2.0,0.0
2022,9,HOU,4.0,2.0,1.0,4.0,4.0,0.0
2022,9,IND,2.0,0.0,1.0,2.0,1.0,1.0
2022,9,JAX,4.0,3.0,0.0,4.0,2.0,2.0
2022,9,KC,4.0,2.0,2.0,2.0,2.0,0.0
2022,9,LA,3.0,1.0,2.0,4.0,1.0,2.0
2022,9,LAC,4.0,2.0,2.0,4.0,2.0,1.0
2022,9,LV,4.0,2.0,2.0,4.0,3.0,0.0
2022,9,MIA,6.0,4.0,0.0,5.0,4.0,1.0
2022,9,MIN,4.0,2.0,2.0,2.0,2.0,0.0
2022,9,NE,2.0,1.0,1.0,2.0,0.0,1.0
2022,9,NO,3.0,1.0,2.0,5.0,3.0,2.0
2022,9,NYJ,5.0,2.0,1.0,3.0,2.0,0.0
2022,9,PHI,4.0,4.0,0.0,4.0,2.0,1.0
2022,9,SEA,4.0,4.0,0.0,2.0,2.0,0.0
2022,9,TB,4.0,1.0,2.0,3.0,1.0,2.0
2022,9,TEN,2.0,2.0,0.0,4.0,2.0,2.0
2022,9,WAS,2.0,2.0,0.0,4.0,2.0,2.0
2022,10,ARI,4.0,3.0,1.0,3.0,2.0,1.0
2022,10,ATL,3.0,2.0,1.0,3.0,2.0,1.0
2022,10,BUF,7.0,3.0,2.0,6.0,3.0,2.0
2022,10,CAR,3.0,2.0,1.0,3.0,2.0,1.0
2022,10,CHI,5.0,4.0,1.0,5.0,3.0,1.0
2022,10,CLE,3.0,2.0,1.0,7.0,5.0,1.0
2022,10,DAL,5.0,4.0,0.0,5.0,4.0,1.0
2022,10,DEN,1.0,1.0,0.0,3.0,2.0,1.0
2022,10,DET,5.0,3.0,1.0,5.0,4.0,1.0
2022,10,GB,5.0,4.0,1.0,5.0,4.0,0.0
2022,10,HOU,6.0,1.0,3.0,3.0,3.0,0.0
2022,10,IND,4.0,3.0,0.0,4.0,3.0,0.0
2022,10,JAX,3.0,2.0,1.0,5.0,4.0,0.0
2022,10,KC,5.0,4.0,0.0,3.0,2.0,1.0
2022,10,LA,3.0,2.0,1.0,4.0,3.0,1.0
2022,10,LAC,3.0,1.0,2.0,5.0,2.0,3.0
2022,10,LV,4.0,3.0,0.0,4.0,3.0,0.0
2022,10,MIA,7.0,5.0,1.0,3.0,2.0,1.0
2022,10,MIN,6.0,3.0,2.0,7.0,3.0,2.0
2022,10,NO,1.0,1.0,0.0,5.0,2.0,2.0
2022,10,NYG,3.0,3.0,0.0,6.0,1.0,3.0
2022,10,PHI,3.0,3.0,0.0,3.0,2.0,1.0
2022,10,PIT,5.0,2.0,2.0,1.0,1.0,0.0
2022,10,SEA,3.0,2.0,0.0,4.0,3.0,0.0
2022,10,SF,5.0,2.0,3.0,3.0,1.0,2.0
2022,10,TB,4.0,3.0,0.0,3.0,2.0,0.0
2022,10,TEN,3.0,2.0,1.0,1.0,1.0,0.0
2022,10,WAS,3.0,2.0,1.0,3.0,3.0,0.0
2022,11,ARI,2.0,1.0,0.0,5.0,5.0,0.0
2022,11,ATL,4.0,3.0,0.0,3.0,3.0,0.0
2022,11,BAL,4.0,1.0,2.0,1.0,0.0,1.0
2022,11,BUF,5.0,2.0,3.0,5.0,3.0,1.0
2022,11,CAR,1.0,0.0,1.0,4.0,1.0,2.0
2022,11,CHI,3.0,3.0,0.0,4.0,3.0,0.0
2022,11,CIN,4.0,4.0,0.0,5.0,3.0,2.0
2022,11,CLE,5.0,3.0,1.0,5.0,2.0,3.0
2022,11,DAL,5.0,4.0,1.0,1.0,0.0,1.0
2022,11,DEN,2.0,1.0,0.0,2.0,1.0,1.0
2022,11,DET,5.0,4.0,1.0,3.0,3.0,0.0
2022,11,GB,3.0,2.0,1.0,6.0,4.0,0.0
2022,11,HOU,2.0,1.0,1.0,4.0,1.0,2.0
2022,11,IND,3.0,1.0,2.0,3.0,2.0,1.0
2022,11,KC,5.0,3.0,2.0,4.0,3.0,1.0
2022,11,LA,3.0,2.0,1.0,5.0,3.0,2.0
2022,11,LAC,4.0,3.0,1.0,5.0,3.0,2.0
2022,11,LV,2.0,1.0,1.0,2.0,1.0,0.0
2022,11,MIN,1.0,0.0,1.0,5.0,4.0,1.0
2022,11,NE,2.0,0.0,1.0,1.0,0.0,1.0
2022,11,NO,5.0,3.0,2.0,3.0,2.0,1.0
2022,11,NYG,3.0,3.0,0.0,5.0,4.0,1.0
2022,11,NYJ,1.0,0.0,1.0,2.0,0.0,1.0
2022,11,PHI,3.0,2.0,1.0,3.0,1.0,2.0
2022,11,PIT,5.0,3.0,2.0,4.0,4.0,0.0
2022,11,SF,5.0,5.0,0.0,2.0,1.0,0.0
2022,11,TEN,6.0,4.0,0.0,3.0,2.0,1.0
2022,11,WAS,4.0,1.0,2.0,2.0,1.0,1.0
2022,12,ARI,3.0,3.0,0.0,4.0,3.0,1.0
2022,12,ATL,2.0,1.0,0.0,3.0,2.0,1.0
2022,12,BAL,5.0,2.0,3.0,5.0,3.0,2.0
2022,12,BUF,6.0,3.0,1.0,4.0,3.0,0.0
2022,12,CAR,4.0,2.0,2.0,3.0,1.0,1.0
2022,12,CHI,3.0,1.0,1.0,5.0,4.0,0.0
2022,12,CIN,4.0,2.0,1.0,5.0,1.0,3.0
2022,12,CLE,4.0,3.0,0.0,2.0,2.0,0.0
2022,12,DAL,4.0,4.0,0.0,3.0,2.0,1.0
2022,12,DEN,3.0,1.0,1.0,4.0,2.0,2.0
2022,12,DET,4.0,3.0,0.0,6.0,3.0,1.0
2022,12,GB,6.0,4.0,2.0,6.0,5.0,1.0
2022,12,HOU,3.0,2.0,1.0,5.0,2.0,3.0
2022,12,IND,3.0,2.0,0.0,3.0,2.0,1.0
2022,12,JAX,5.0,3.0,2.0,5.0,2.0,3.0
2022,12,KC,7.0,2.0,4.0,1.0,1.0,0.0
2022,12,LA,1.0,1.0,0.0,7.0,2.0,4.0
2022,12,LAC,4.0,3.0,1.0,3.0,3.0,0.0
2022,12,LV,6.0,4.0,2.0,6.0,4.0,2.0
2022,12,MIA,5.0,2.0,3.0,3.0,2.0,1.0
2022,12,MIN,6.0,4.0,2.0,5.0,2.0,3.0
2022,12,NE,5.0,2.0,3.0,6.0,4.0,2.0
2022,12,NO,2.0,0.0,0.0,3.0,1.0,1.0
2022,12,NYG,3.0,2.0,1.0,4.0,4.0,0.0
2022,12,NYJ,5.0,4.0,0.0,3.0,1.0,1.0
2022,12,PHI,6.0,5.0,1.0,6.0,4.0,2.0
2022,12,PIT,3.0,2.0,1.0,3.0,2.0,0.0
2022,12,SEA,6.0,4.0,2.0,6.0,4.0,2.0
2022,12,SF,3.0,1.0,1.0,2.0,0.0,0.0
2022,12,TB,2.0,2.0,0.0,4.0,3.0,0.0
2022,12,TEN,5.0,1.0,3.0,4.0,2.0,1.0
2022,12,WAS,3.0,2.0,1.0,2.0,1.0,0.0
2022,13,ATL,2.0,1.0,1.0,3.0,1.0,1.0
2022,13,BAL,2.0,1.0,1.0,0.0,0.0,0.0
2022,13,BUF,3.0,3.0,0.0,2.0,1.0,1.0
2022,13,CHI,3.0,2.0,1.0,5.0,3.0,2.0
2022,13,CIN,7.0,3.0,2.0,5.0,3.0,1.0
2022,13,CLE,1.0,0.0,0.0,5.0,1.0,2.0
2022,13,DAL,7.0,7.0,0.0,3.0,2.0,1.0
2022,13,DEN,0.0,0.0,0.0,2.0,1.0,1.0
2022,13,DET,6.0,4.0,2.0,2.0,1.0,1.0
2022,13,GB,5.0,3.0,2.0,3.0,2.0,1.0
2022,13,HOU,5.0,1.0,2.0,1.0,0.0,0.0
2022,13,IND,3.0,2.0,1.0,7.0,7.0,0.0
2022,13,JAX,2.0,1.0,1.0,6.0,4.0,2.0
2022,13,KC,5.0,3.0,1.0,7.0,3.0,2.0
2022,13,LA,3.0,2.0,1.0,5.0,3.0,2.0
2022,13,LAC,4.0,1.0,2.0,4.0,3.0,1.0
2022,13,LV,4.0,3.0,1.0,4.0,1.0,2.0
2022,13,MIA,3.0,2.0,1.0,5.0,2.0,3.0
2022,13,MIN,3.0,3.0,0.0,6.0,1.0,3.0
2022,13,NE,2.0,1.0,1.0,3.0,3.0,0.0
2022,13,NO,4.0,1.0,3.0,3.0,2.0,1.0
2022,13,NYG,3.0,2.0,1.0,3.0,2.0,1.0
2022,13,NYJ,6.0,1.0,3.0,3.0,3.0,0.0
2022,13,PHI,5.0,5.0,0.0,3.0,1.0,1.0
2022,13,PIT,3.0,1.0,1.0,2.0,1.0,1.0
2022,13,SEA,5.0,3.0,2.0,3.0,2.0,1.0
2022,13,SF,5.0,2.0,3.0,3.0,2.0,1.0
2022,13,TB,3.0,2.0,1.0,4.0,1.0,3.0
2022,13,TEN,3.0,1.0,1.0,5.0,5.0,0.0
2022,13,WAS,3.0,2.0,1.0,3.0,2.0,1.0
2022,14,ARI,3.0,1.0,2.0,4.0,2.0,1.0
2022,14,BAL,3.0,1.0,2.0,4.0,2.0,0.0
2022,14,BUF,3.0,2.0,1.0,3.0,1.0,1.0
2022,14,CAR,5.0,3.0,1.0,4.0,3.0,1.0
2022,14,CIN,4.0,3.0,1.0,3.0,1.0,1.0
2022,14,CLE,3.0,1.0,1.0,4.0,3.0,1.0
2022,14,DAL,5.0,3.0,1.0,3.0,2.0,0.0
2022,14,DEN,4.0,4.0,0.0,4.0,3.0,1.0
2022,14,DET,4.0,4.0,0.0,5.0,3.0,1.0
2022,14,HOU,3.0,2.0,0.0,5.0,3.0,1.0
2022,14,JAX,6.0,4.0,2.0,4.0,3.0,0.0
2022,14,KC,4.0,3.0,1.0,4.0,4.0,0.0
2022,14,LA,2.0,2.0,0.0,4.0,1.0,2.0
2022,14,LAC,6.0,2.0,3.0,2.0,2.0,0.0
2022,14,LV,4.0,1.0,2.0,2.0,2.0,0.0
2022,14,MIA,2.0,2.0,0.0,6.0,2.0,3.0
2022,14,MIN,5.0,3.0,1.0,4.0,4.0,0.0
2022,14,NE,4.0,2.0,1.0,3.0,1.0,2.0
2022,14,NYG,4.0,3.0,0.0,8.0,6.0,2.0
2022,14,NYJ,3.0,1.0,1.0,3.0,2.0,1.0
2022,14,PHI,8.0,6.0,2.0,4.0,3.0,0.0
2022,14,PIT,4.0,2.0,0.0,3.0,1.0,2.0
2022,14,SEA,4.0,3.0,1.0,5.0,3.0,1.0
2022,14,SF,6.0,5.0,0.0,2.0,1.0,0.0
2022,14,TB,2.0,1.0,0.0,6.0,5.0,0.0
2022,14,TEN,4.0,3.0,0.0,6.0,4.0,2.0
2022,15,ARI,1.0,1.0,0.0,4.0,3.0,0.0
2022,15,ATL,3.0,2.0,1.0,4.0,3.0,0.0
2022,15,BAL,2.0,0.0,0.0,5.0,1.0,1.0
2022,15,BUF,5.0,4.0,1.0,5.0,3.0,2.0
2022,15,CAR,3.0,1.0,2.0,3.0,3.0,0.0
2022,15,CHI,4.0,3.0,0.0,5.0,3.0,1.0
2022,15,CIN,5.0,4.0,1.0,4.0,3.0,1.0
2022,15,CLE,5.0,1.0,1.0,2.0,0.0,0.0
2022,15,DAL,5.0,4.0,1.0,5.0,4.0,1.0
2022,15,DEN,4.0,3.0,0.0,1.0,1.0,0.0
2022,15,DET,4.0,1.0,2.0,3.0,2.0,1.0
2022,15,GB,5.0,3.0,1.0,2.0,1.0,1.0
2022,15,HOU,4.0,3.0,1.0,4.0,3.0,1.0
2022,15,IND,5.0,1.0,3.0,5.0,5.0,0.0
2022,15,JAX,5.0,4.0,1.0,5.0,4.0,1.0
2022,15,KC,4.0,3.0,1.0,4.0,3.0,1.0
2022,15,LA,2.0,1.0,1.0,5.0,3.0,1.0
2022,15,LAC,3.0,2.0,1.0,2.0,2.0,0.0
2022,15,LV,3.0,3.0,0.0,2.0,1.0,1.0
2022,15,MIA,5.0,3.0,2.0,5.0,4.0,1.0
2022,15,MIN,5.0,5.0,0.0,5.0,1.0,3.0
2022,15,NE,2.0,1.0,1.0,3.0,3.0,0.0
2022,15,NO,4.0,3.0,0.0,3.0,2.0,1.0
2022,15,NYG,1.0,1.0,0.0,3.0,1.0,0.0
2022,15,NYJ,3.0,2.0,1.0,4.0,1.0,2.0
2022,15,PHI,5.0,3.0,1.0,4.0,3.0,0.0
2022,15,PIT,3.0,3.0,0.0,3.0,1.0,2.0
2022,15,SEA,2.0,1.0,1.0,4.0,3.0,0.0
2022,15,SF,4.0,3.0,0.0,2.0,1.0,1.0
2022,15,TB,4.0,3.0,1.0,5.0,4.0,1.0
2022,15,TEN,2.0,2.0,0.0,3.0,2.0,1.0
2022,15,WAS,3.0,1.0,0.0,1.0,1.0,0.0
2022,16,ARI,3.0,1.0,1.0,4.0,1.0,3.0
2022,16,ATL,4.0,0.0,3.0,4.0,1.0,3.0
2022,16,BAL,4.0,1.0,3.0,4.0,0.0,3.0
2022,16,BUF,7.0,5.0,0.0,4.0,1.0,2.0
2022,16,CAR,6.0,4.0,2.0,6.0,3.0,1.0
2022,16,CHI,4.0,1.0,2.0,7.0,5.0,0.0
2022,16,CIN,5.0,3.0,1.0,3.0,2.0,0.0
2022,16,CLE,3.0,1.0,1.0,3.0,2.0,1.0
2022,16,DAL,6.0,4.0,2.0,5.0,3.0,1.0
2022,16,DEN,1.0,1.0,0.0,6.0,5.0,1.0
2022,16,DET,6.0,3.0,1.0,6.0,4.0,2.0
2022,16,GB,5.0,2.0,3.0,3.0,2.0,1.0
2022,16,HOU,4.0,2.0,2.0,2.0,2.0,0.0
2022,16,IND,1.0,0.0,0.0,4.0,2.0,2.0
2022,16,JAX,3.0,1.0,2.0,2.0,0.0,1.0
2022,16,KC,3.0,3.0,0.0,3.0,1.0,1.0
2022,16,LA,6.0,5.0,1.0,1.0,1.0,0.0
2022,16,LAC,4.0,2.0,2.0,1.0,0.0,0.0
2022,16,LV,1.0,1.0,0.0,1.0,1.0,0.0
2022,16,MIA,3.0,2.0,1.0,5.0,2.0,3.0
2022,16,MIN,4.0,3.0,1.0,3.0,2.0,1.0
2022,16,NE,3.0,2.0,0.0,5.0,3.0,1.0
2022,16,NO,3.0,2.0,1.0,3.0,1.0,1.0
2022,16,NYG,3.0,2.0,1.0,4.0,3.0,1.0
2022,16,NYJ,2.0,0.0,1.0,3.0,1.0,2.0
2022,16,PHI,5.0,3.0,1.0,6.0,4.0,2.0
2022,16,PIT,1.0,1.0,0.0,1.0,1.0,0.0
2022,16,SEA,3.0,1.0,1.0,3.0,3.0,0.0
2022,16,SF,8.0,4.0,3.0,4.0,3.0,0.0
2022,16,TB,4.0,1.0,3.0,3.0,1.0,1.0
2022,16,TEN,2.0,2.0,0.0,4.0,2.0,2.0
2022,16,WAS,4.0,3.0,0.0,8.0,4.0,3.0
2022,17,ARI,4.0,1.0,3.0,5.0,2.0,2.0
2022,17,ATL,5.0,2.0,2.0,4.0,1.0,3.0
2022,17,BAL,2.0,1.0,1.0,3.0,1.0,2.0
2022,17,CAR,3.0,3.0,0.0,6.0,4.0,1.0
2022,17,CHI,2.0,1.0,1.0,7.0,5.0,2.0
2022,17,CLE,5.0,3.0,1.0,1.0,1.0,0.0
2022,17,DAL,4.0,3.0,1.0,3.0,1.0,2.0
2022,17,DEN,3.0,3.0,0.0,5.0,4.0,0.0
2022,17,DET,7.0,5.0,2.0,2.0,1.0,1.0
2022,17,GB,5.0,4.0,1.0,4.0,2.0,1.0
2022,17,HOU,1.0,0.0,0.0,3.0,3.0,0.0
2022,17,IND,2.0,1.0,1.0,5.0,4.0,1.0
2022,17,JAX,3.0,3.0,0.0,1.0,0.0,0.0
2022,17,KC,5.0,4.0,0.0,3.0,3.0,0.0
2022,17,LA,2.0,1.0,1.0,4.0,4.0,0.0
2022,17,LAC,4.0,4.0,0.0,2.0,1.0,1.0
2022,17,LV,6.0,4.0,1.0,6.0,4.0,2.0
2022,17,MIA,3.0,3.0,0.0,2.0,2.0,0.0
2022,17,MIN,4.0,2.0,1.0,5.0,4.0,1.0
2022,17,NE,2.0,2.0,0.0,3.0,3.0,0.0
2022,17,NO,3.0,1.0,1.0,1.0,1.0,0.0
2022,17,NYG,5.0,4.0,1.0,2.0,1.0,1.0
2022,17,NYJ,1.0,0.0,1.0,5.0,2.0,3.0
2022,17,PHI,1.0,1.0,0.0,3.0,1.0,1.0
2022,17,PIT,3.0,1.0,2.0,2.0,1.0,1.0
2022,17,SEA,5.0,2.0,3.0,1.0,0.0,1.0
2022,17,SF,6.0,4.0,2.0,6.0,4.0,1.0
2022,17,TB,6.0,4.0,1.0,3.0,3.0,0.0
2022,17,TEN,3.0,1.0,2.0,4.0,3.0,1.0
2022,17,WAS,1.0,1.0,0.0,5.0,3.0,1.0
2022,18,ARI,2.0,2.0,0.0,7.0,5.0,1.0
2022,18,ATL,4.0,3.0,1.0,3.0,2.0,1.0
2022,18,BAL,3.0,1.0,2.0,4.0,2.0,2.0
2022,18,BUF,7.0,5.0,0.0,5.0,3.0,1.0
2022,18,CAR,1.0,1.0,0.0,2.0,1.0,0.0
2022,18,CHI,2.0,2.0,0.0,5.0,3.0,1.0
2022,18,CIN,4.0,2.0,2.0,3.0,1.0,2.0
2022,18,CLE,2.0,2.0,0.0,5.0,3.0,1.0
2022,18,DAL,1.0,1.0,0.0,6.0,2.0,2.0
2022,18,DEN,5.0,4.0,1.0,4.0,3.0,1.0
2022,18,DET,5.0,2.0,2.0,3.0,1.0,2.0
2022,18,GB,3.0,1.0,2.0,5.0,2.0,2.0
2022,18,HOU,4.0,3.0,1.0,5.0,3.0,0.0
2022,18,IND,5.0,3.0,0.0,4.0,3.0,1.0
2022,18,JAX,3.0,1.0,2.0,3.0,1.0,2.0
2022,18,KC,5.0,4.0,0.0,3.0,1.0,1.0
2022,18,LA,3.0,1.0,2.0,5.0,1.0,4.0
2022,18,LAC,4.0,3.0,1.0,5.0,4.0,1.0
2022,18,LV,3.0,1.0,1.0,5.0,4.0,0.0
2022,18,MIA,2.0,0.0,2.0,2.0,0.0,2.0
2022,18,MIN,5.0,3.0,1.0,2.0,2.0,0.0
2022,18,NE,5.0,3.0,1.0,7.0,5.0,0.0
2022,18,NO,2.0,1.0,0.0,1.0,1.0,0.0
2022,18,NYG,3.0,2.0,1.0,5.0,1.0,3.0
2022,18,NYJ,2.0,0.0,2.0,2.0,0.0,2.0
2022,18,PHI,5.0,1.0,3.0,3.0,2.0,1.0
2022,18,PIT,5.0,3.0,1.0,2.0,2.0,0.0
2022,18,SEA,5.0,1.0,4.0,3.0,1.0,2.0
2022,18,SF,7.0,5.0,1.0,2.0,2.0,0.0
2022,18,TB,3.0,2.0,1.0,4.0,3.0,1.0
2022,18,TEN,3.0,1.0,2.0,3.0,1.0,2.0
2022,18,WAS,6.0,2.0,2.0,1.0,1.0,0.0
2022,19,BAL,5.0,3.0,1.0,2.0,2.0,0.0
2022,19,BUF,5.0,4.0,1.0,4.0,2.0,2.0
2022,19,CIN,2.0,2.0,0.0,5.0,3.0,1.0
2022,19,DAL,5.0,5.0,0.0,4.0,2.0,0.0
2022,19,JAX,5.0,4.0,1.0,5.0,3.0,2.0
2022,19,LAC,5.0,3.0,2.0,5.0,4.0,1.0
2022,19,MIA,4.0,2.0,2.0,5.0,4.0,1.0
2022,19,MIN,4.0,3.0,1.0,5.0,4.0,1.0
2022,19,NYG,5.0,4.0,1.0,4.0,3.0,1.0
2022,19,SEA,4.0,3.0,0.0,7.0,4.0,3.0
2022,19,SF,7.0,4.0,3.0,4.0,3.0,0.0
2022,19,TB,4.0,2.0,0.0,5.0,5.0,0.0
2022,20,BUF,3.0,1.0,1.0,5.0,3.0,2.0
2022,20,CIN,5.0,3.0,2.0,3.0,1.0,1.0
2022,20,DAL,3.0,1.0,1.0,3.0,1.0,2.0
2022,20,JAX,3.0,2.0,0.0,3.0,3.0,0.0
2022,20,KC,3.0,3.0,0.0,3.0,2.0,0.0
2022,20,NYG,1.0,1.0,0.0,6.0,5.0,1.0
2022,20,PHI,6.0,5.0,1.0,1.0,1.0,0.0
2022,20,SF,3.0,1.0,2.0,3.0,1.0,1.0
2022,21,CIN,4.0,2.0,2.0,3.0,2.0,1.0
2022,21,KC,3.0,2.0,1.0,4.0,2.0,2.0
2022,21,PHI,6.0,4.0,1.0,1.0,1.0,0.0
2022,21,SF,1.0,1.0,0.0,6.0,4.0,1.0
2022,22,KC,5.0,4.0,1.0,6.0,4.0,2.0
2022,22,PHI,6.0,4.0,2.0,5.0,4.0,1.0
2023,1,ARI,2.0,0.0,2.0,5.0,2.0,2.0
2023,1,ATL,3.0,3.0,0.0,2.0,1.0,0.0
2023,1,BAL,5.0,3.0,1.0,3.0,0.0,3.0
2023,1,BUF,2.0,1.0,1.0,3.0,1.0,2.0
2023,1,CAR,2.0,1.0,0.0,3.0,3.0,0.0
2023,1,CHI,4.0,2.0,1.0,4.0,4.0,0.0
2023,1,CIN,0.0,0.0,0.0,3.0,2.0,1.0
2023,1,CLE,3.0,2.0,1.0,0.0,0.0,0.0
2023,1,DAL,5.0,3.0,2.0,2.0,1.0,0.0
2023,1,DEN,3.0,2.0,1.0,4.0,2.0,1.0
2023,1,DET,4.0,2.0,0.0,4.0,2.0,2.0
2023,1,GB,4.0,4.0,0.0,4.0,2.0,1.0
2023,1,HOU,3.0,0.0,3.0,5.0,3.0,1.0
2023,1,IND,4.0,2.0,0.0,4.0,4.0,0.0
2023,1,JAX,4.0,4.0,0.0,4.0,2.0,0.0
2023,1,KC,4.0,2.0,2.0,4.0,2.0,0.0
2023,1,LA,4.0,3.0,1.0,3.0,1.0,1.0
2023,1,LAC,5.0,4.0,1.0,6.0,4.0,1.0
2023,1,LV,4.0,2.0,1.0,3.0,2.0,1.0
2023,1,MIA,6.0,4.0,1.0,5.0,4.0,1.0
2023,1,MIN,4.0,2.0,1.0,3.0,2.0,1.0
2023,1,NE,5.0,3.0,0.0,2.0,1.0,1.0
2023,1,NO,4.0,1.0,2.0,3.0,0.0,3.0
2023,1,NYG,2.0,1.0,0.0,5.0,3.0,2.0
2023,1,NYJ,3.0,1.0,2.0,2.0,1.0,1.0
2023,1,PHI,2.0,1.0,1.0,5.0,3.0,0.0
2023,1,PIT,2.0,1.0,0.0,4.0,3.0,1.0
2023,1,SEA,3.0,1.0,1.0,4.0,3.0,1.0
2023,1,SF,4.0,3.0,1.0,2.0,1.0,0.0
2023,1,TB,3.0,2.0,1.0,4.0,2.0,1.0
2023,1,TEN,3.0,0.0,3.0,4.0,1.0,2.0
2023,1,WAS,5.0,2.0,2.0,2.0,0.0,2.0
2023,2,ARI,5.0,3.0,2.0,5.0,4.0,1.0
2023,2,ATL,5.0,2.0,3.0,4.0,3.0,1.0
2023,2,BAL,4.0,3.0,1.0,4.0,2.0,1.0
2023,2,BUF,7.0,5.0,1.0,2.0,1.0,0.0
2023,2,CAR,3.0,1.0,1.0,4.0,2.0,2.0
2023,2,CHI,2.0,2.0,0.0,5.0,2.0,2.0
2023,2,CIN,4.0,2.0,1.0,4.0,3.0,1.0
2023,2,CLE,3.0,2.0,0.0,1.0,1.0,0.0
2023,2,DAL,6.0,2.0,4.0,2.0,1.0,1.0
2023,2,DEN,6.0,4.0,2.0,4.0,4.0,0.0
2023,2,DET,5.0,4.0,1.0,5.0,4.0,1.0
2023,2,GB,4.0,3.0,1.0,5.0,2.0,3.0
2023,2,HOU,5.0,2.0,2.0,4.0,4.0,0.0
2023,2,IND,4.0,4.0,0.0,5.0,2.0,2.0
2023,2,JAX,3.0,0.0,2.0,4.0,2.0,1.0
2023,2,KC,4.0,2.0,1.0,3.0,0.0,2.0
2023,2,LA,4.0,2.0,2.0,5.0,3.0,2.0
2023,2,LAC,5.0,2.0,3.0,4.0,3.0,1.0
2023,2,LV,2.0,1.0,0.0,7.0,5.0,1.0
2023,2,MIA,4.0,3.0,1.0,2.0,2.0,0.0
2023,2,MIN,4.0,4.0,0.0,5.0,4.0,1.0
