season,week,recent_team,player_id,player_display_name,attempts_fg_0_39,attempts_fg_40_49,attempts_fg_50_plus,made_fg_0_39,made_fg_40_49,made_fg_50_plus,pat_attempts,pat_made,fantasy_points_ppr,position,opponent_team
2023,19,CLE,00-0036816,R.Patterson,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,K,HOU
2023,19,DAL,00-0037692,B.Aubrey,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,K,GB
2023,19,DET,00-0034084,M.Badgley,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,8.0,K,LA
2023,19,GB,00-0038402,A.Carlson,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,K,DAL
2023,19,HOU,00-0032726,K.Fairbairn,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,9.0,K,CLE
2023,19,KC,00-0033303,H.Butker,4.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,14.0,K,MIA
2023,19,LA,00-0030332,B.Maher,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,11.0,K,DET
2023,19,MIA,00-0034794,J.Sanders,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,K,KC
2023,19,PHI,00-0033787,J.Elliott,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,K,TB
2023,19,PIT,00-0031136,C.Boswell,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,K,BUF
2023,19,TB,00-0035358,C.McLaughlin,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,15.0,K,PHI
2023,20,BAL,00-0029597,J.Tucker,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,13.0,K,HOU
2023,20,BUF,00-0036162,T.Bass,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,K,KC
2023,20,DET,00-0034084,M.Badgley,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,K,TB
2023,20,GB,00-0038402,A.Carlson,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,K,SF
2023,20,HOU,00-0032726,K.Fairbairn,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,K,BAL
2023,20,KC,00-0033303,H.Butker,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,10.0,K,BUF
2023,20,SF,00-0038562,J.Moody,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,8.0,K,GB
2023,20,TB,00-0035358,C.McLaughlin,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,K,DET
2023,21,BAL,00-0029597,J.Tucker,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,K,KC
2023,21,DET,00-0034084,M.Badgley,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,K,SF
2023,21,KC,00-0033303,H.Butker,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,K,BAL
2023,21,SF,00-0038562,J.Moody,1.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,11.0,K,DET
2023,22,KC,00-0033303,H.Butker,3.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,15.0,K,SF
2023,22,SF,00-0038562,J.Moody,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,14.0,K,KC
2024,1,ARI,00-0023853,M.Prater,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,BUF
2024,1,ATL,00-0033702,Y.Koo,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,PIT
2024,1,BAL,00-0029597,J.Tucker,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,8.0,K,KC
2024,1,BUF,00-0036162,T.Bass,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,10.0,K,ARI
2024,1,CAR,00-0034173,E.Pineiro,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,K,NO
2024,1,CHI,00-0031203,C.Santos,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,K,TEN
2024,1,CIN,00-0036854,E.McPherson,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,K,NE
2024,1,CLE,00-0030098,D.Hopkins,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,K,DAL
2024,1,DAL,00-0037692,B.Aubrey,0.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,21.0,K,CLE
2024,1,DEN,00-0032569,W.Lutz,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,11.0,K,SEA
2024,1,DET,00-0039172,J.Bates,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,LA
2024,1,GB,00-0039649,B.Narveson,3.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,11.0,K,PHI
2024,1,HOU,00-0032726,K.Fairbairn,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,17.0,K,IND
2024,1,IND,00-0039576,S.Shrader,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,K,HOU
2024,1,JAX,00-0039409,C.Little,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,K,MIA
2024,1,KC,00-0033303,H.Butker,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,9.0,K,BAL
2024,1,LA,00-0039750,J.Karty,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,9.0,K,DET
2024,1,LAC,00-0037224,C.Dicker,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,12.0,K,LV
2024,1,LV,00-0034161,D.Carlson,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,LAC
2024,1,MIA,00-0034794,J.Sanders,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,K,JAX
2024,1,MIN,00-0039404,W.Reichard,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,K,NYG
2024,1,NE,00-0035192,J.Slye,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,10.0,K,CIN
2024,1,NO,00-0038905,B.Grupe,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,22.0,K,CAR
2024,1,NYG,00-0026858,G.Gano,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,K,MIN
2024,1,NYJ,00-0029621,G.Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,K,SF
2024,1,PHI,00-0033787,J.Elliott,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,10.0,K,GB
2024,1,PIT,00-0031136,C.Boswell,1.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,26.0,K,ATL
2024,1,SEA,00-0031492,J.Myers,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,K,DEN
2024,1,SF,00-0038562,J.Moody,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0,K,NYJ
2024,1,TB,00-0035358,C.McLaughlin,2.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,15.0,K,WAS
2024,1,TEN,00-0025565,N.Folk,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,K,CHI
2024,1,WAS,00-0038097,C.York,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,K,TB
2024,2,ARI,00-0023853,M.Prater,0.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,14.0,K,LA
2024,2,ATL,00-0033702,Y.Koo,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,10.0,K,PHI
2024,2,BAL,00-0029597,J.Tucker,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,13.0,K,LV
2024,2,BUF,00-0036162,T.Bass,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,K,MIA
2024,2,CAR,00-0034173,E.Pineiro,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,K,LAC
2024,2,CHI,00-0031203,C.Santos,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,11.0,K,HOU
2024,2,CIN,00-0036854,E.McPherson,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,K,KC
2024,2,CLE,00-0030098,D.Hopkins,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,K,JAX
2024,2,DAL,00-0037692,B.Aubrey,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,K,NO
2024,2,DEN,00-0032569,W.Lutz,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,K,PIT
2024,2,DET,00-0039172,J.Bates,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,10.0,K,TB
2024,2,GB,00-0039649,B.Narveson,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,12.0,K,IND
2024,2,HOU,00-0032726,K.Fairbairn,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,20.0,K,CHI
2024,2,IND,00-0035269,M.Gay,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,K,GB
2024,2,JAX,00-0039409,C.Little,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,K,CLE
2024,2,KC,00-0033303,H.Butker,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,K,CIN
2024,2,LA,00-0039750,J.Karty,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,ARI
2024,2,LAC,00-0037224,C.Dicker,0.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,10.0,K,CAR
2024,2,LV,00-0034161,D.Carlson,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,18.0,K,BAL
2024,2,MIA,00-0034794,J.Sanders,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,BUF
2024,2,MIN,00-0039404,W.Reichard,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,11.0,K,SF
2024,2,NE,00-0035192,J.Slye,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,SEA
2024,2,NO,00-0038905,B.Grupe,1.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,8.0,K,DAL
2024,2,NYG,00-0035042,J.Gillan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,K,WAS
2024,2,NYJ,00-0029621,G.Zuerlein,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,K,TEN
2024,2,PHI,00-0033787,J.Elliott,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,K,ATL
2024,2,PIT,00-0031136,C.Boswell,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,K,DEN
2024,2,SEA,00-0031492,J.Myers,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,12.0,K,NE
2024,2,SF,00-0038562,J.Moody,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,K,MIN
2024,2,TB,00-0035358,C.McLaughlin,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,K,DET
2024,2,TEN,00-0025565,N.Folk,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,K,NYJ
2024,2,WAS,00-0035145,A.Seibert,6.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,22.0,K,NYG
2024,3,ARI,00-0023853,M.Prater,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,K,DET
2024,3,ATL,00-0033702,Y.Koo,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,K,KC
2024,3,BAL,00-0029597,J.Tucker,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,K,DAL
2024,3,BUF,00-0036162,T.Bass,1.0,1.0,0.0,1.0,1.0,0.0,6.0,5.0,12.0,K,JAX
2024,3,CAR,00-0034173,E.Pineiro,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,13.0,K,LV
2024,3,CHI,00-0031203,C.Santos,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,K,IND
2024,3,CIN,00-0036854,E.McPherson,2.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,9.0,K,WAS
2024,3,CLE,00-0030098,D.Hopkins,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,K,NYG
2024,3,DAL,00-0037692,B.Aubrey,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,11.0,K,BAL
2024,3,DEN,00-0032569,W.Lutz,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,16.0,K,TB
2024,3,DET,00-0039172,J.Bates,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,K,ARI
2024,3,GB,00-0039649,B.Narveson,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,13.0,K,TEN
2024,3,HOU,00-0032726,K.Fairbairn,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,K,MIN
2024,3,IND,00-0035269,M.Gay,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,K,CHI
2024,3,JAX,00-0039409,C.Little,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,K,BUF
2024,3,KC,00-0033303,H.Butker,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,K,ATL
2024,3,LA,00-0039750,J.Karty,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,9.0,K,SF
2024,3,LAC,00-0037224,C.Dicker,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,PIT
2024,3,LV,00-0034161,D.Carlson,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,K,CAR
2024,3,MIA,00-0034794,J.Sanders,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,K,SEA
2024,3,MIN,00-0039404,W.Reichard,1.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,12.0,K,HOU
2024,3,NE,00-0035192,J.Slye,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,K,NYJ
2024,3,NO,00-0038905,B.Grupe,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,K,PHI
2024,3,NYG,00-0034450,G.Joseph,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,K,CLE
2024,3,NYJ,00-0029621,G.Zuerlein,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,K,NE
2024,3,PHI,00-0033787,J.Elliott,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,K,NO
2024,3,PIT,00-0031136,C.Boswell,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,8.0,K,LAC
2024,3,SEA,00-0031492,J.Myers,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,8.0,K,MIA
2024,3,SF,00-0038562,J.Moody,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,6.0,K,LA
2024,3,TB,00-0035358,C.McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,K,DEN
2024,3,TEN,00-0025565,N.Folk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,K,GB
2024,3,WAS,00-0035145,A.Seibert,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,9.0,K,CIN
2024,4,ARI,00-0023853,M.Prater,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,K,WAS
2024,4,ATL,00-0033702,Y.Koo,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,20.0,K,NO
2024,4,BAL,00-0029597,J.Tucker,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,K,BUF
2024,4,BUF,00-0036162,T.Bass,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,K,BAL
2024,4,CAR,00-0034173,E.Pineiro,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,K,CIN
2024,4,CHI,00-0031203,C.Santos,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,K,LA
2024,4,CIN,00-0036854,E.McPherson,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,13.0,K,CAR
2024,4,CLE,00-0030098,D.Hopkins,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,K,LV
2024,4,DAL,00-0037692,B.Aubrey,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,11.0,K,NYG
2024,4,DEN,00-0032569,W.Lutz,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,K,NYJ
2024,4,DET,00-0039172,J.Bates,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,K,SEA
2024,4,GB,00-0039649,B.Narveson,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,K,MIN
2024,4,HOU,00-0032726,K.Fairbairn,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,K,JAX
2024,4,IND,00-0035269,M.Gay,2.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,9.0,K,PIT
2024,4,JAX,00-0039409,C.Little,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,11.0,K,HOU
2024,4,KC,00-0033303,H.Butker,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,K,LAC
2024,4,LA,00-0039750,J.Karty,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,15.0,K,CHI
2024,4,LAC,00-0037224,C.Dicker,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,6.0,K,KC
2024,4,LV,00-0034161,D.Carlson,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,K,CLE
2024,4,MIA,00-0034794,J.Sanders,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,K,TEN
2024,4,MIN,00-0039404,W.Reichard,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,K,GB
2024,4,NE,00-0035192,J.Slye,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,11.0,K,SF
2024,4,NO,00-0038905,B.Grupe,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,K,ATL
2024,4,NYG,00-0034450,G.Joseph,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,19.0,K,DAL
2024,4,NYJ,00-0029621,G.Zuerlein,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,K,DEN
2024,4,PHI,00-0033787,J.Elliott,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,K,TB
2024,4,PIT,00-0031136,C.Boswell,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,8.0,K,IND
2024,4,SEA,00-0031492,J.Myers,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,K,DET
2024,4,SF,00-0038562,J.Moody,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,13.0,K,NE
2024,4,TB,00-0035358,C.McLaughlin,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,11.0,K,PHI
2024,4,TEN,00-0025565,N.Folk,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,24.0,K,MIA
2024,4,WAS,00-0035145,A.Seibert,1.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,11.0,K,ARI
2024,5,ARI,00-0038567,C.Ryland,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,11.0,K,SF
2024,5,ATL,00-0033702,Y.Koo,0.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,17.0,K,TB
2024,5,BAL,00-0029597,J.Tucker,1.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,13.0,K,CIN
2024,5,BUF,00-0036162,T.Bass,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,HOU
2024,5,CAR,00-0034173,E.Pineiro,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,CHI
2024,5,CHI,00-0031203,C.Santos,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,6.0,K,CAR
2024,5,CIN,00-0036854,E.McPherson,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,K,BAL
2024,5,CLE,00-0030098,D.Hopkins,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,K,WAS
2024,5,DAL,00-0037692,B.Aubrey,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,K,PIT
2024,5,DEN,00-0032569,W.Lutz,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,13.0,K,LV
2024,5,GB,00-0039649,B.Narveson,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,K,LA
2024,5,HOU,00-0032726,K.Fairbairn,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,16.0,K,BUF
2024,5,IND,00-0035269,M.Gay,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,10.0,K,JAX
2024,5,JAX,00-0039409,C.Little,2.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0,14.0,K,IND
2024,5,KC,00-0033303,H.Butker,4.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,14.0,K,NO
2024,5,LA,00-0039750,J.Karty,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,K,GB
2024,5,LV,00-0034161,D.Carlson,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,K,DEN
2024,5,MIA,00-0034794,J.Sanders,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,K,NE
2024,5,MIN,00-0039404,W.Reichard,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,16.0,K,NYJ
2024,5,NE,00-0035192,J.Slye,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,MIA
2024,5,NO,00-0038905,B.Grupe,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,K,KC
2024,5,NYG,00-0034450,G.Joseph,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,11.0,K,SEA
2024,5,NYJ,00-0029621,G.Zuerlein,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,K,MIN
2024,5,PIT,00-0031136,C.Boswell,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,K,DAL
2024,5,SEA,00-0031492,J.Myers,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,10.0,K,NYG
2024,5,SF,00-0034941,M.Wishnowsky,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,K,ARI
2024,5,SF,00-0038562,J.Moody,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,ARI
2024,5,TB,00-0035358,C.McLaughlin,1.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,16.0,K,ATL
2024,5,WAS,00-0035145,A.Seibert,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,10.0,K,CLE
2024,6,ARI,00-0038567,C.Ryland,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,K,GB
2024,6,ATL,00-0033702,Y.Koo,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,12.0,K,CAR
2024,6,BAL,00-0029597,J.Tucker,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,13.0,K,WAS
2024,6,BUF,00-0036162,T.Bass,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,K,NYJ
2024,6,CAR,00-0034173,E.Pineiro,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,9.0,K,ATL
2024,6,CHI,00-0031203,C.Santos,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,K,JAX
2024,6,CIN,00-0036854,E.McPherson,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,K,NYG
2024,6,CLE,00-0030098,D.Hopkins,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,12.0,K,PHI
2024,6,DAL,00-0037692,B.Aubrey,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,K,DET
2024,6,DEN,00-0032569,W.Lutz,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,K,LAC
2024,6,DET,00-0039172,J.Bates,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,19.0,K,DAL
2024,6,GB,00-0039649,B.Narveson,1.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,11.0,K,ARI
2024,6,HOU,00-0032726,K.Fairbairn,1.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,12.0,K,NE
2024,6,IND,00-0035269,M.Gay,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,TEN
2024,6,JAX,00-0039409,C.Little,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,K,CHI
2024,6,LAC,00-0037224,C.Dicker,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,12.0,K,DEN
2024,6,LV,00-0034161,D.Carlson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,K,PIT
2024,6,NE,00-0035192,J.Slye,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,K,HOU
2024,6,NO,00-0038905,B.Grupe,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,10.0,K,TB
2024,6,NYG,00-0034450,G.Joseph,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,K,CIN
2024,6,NYJ,00-0029621,G.Zuerlein,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,K,BUF
2024,6,PHI,00-0033787,J.Elliott,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,10.0,K,CLE
2024,6,PIT,00-0031136,C.Boswell,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,17.0,K,LV
2024,6,SEA,00-0031492,J.Myers,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,K,SF
2024,6,SF,00-0035189,M.Wright,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,13.0,K,SEA
2024,6,TB,00-0035358,C.McLaughlin,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,9.0,K,NO
2024,6,TEN,00-0025565,N.Folk,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,K,IND
2024,6,WAS,00-0035145,A.Seibert,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,15.0,K,BAL
2024,7,ARI,00-0038567,C.Ryland,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,K,LAC
2024,7,ATL,00-0033702,Y.Koo,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,K,SEA
2024,7,BAL,00-0029597,J.Tucker,1.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,13.0,K,TB
2024,7,BUF,00-0036162,T.Bass,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,10.0,K,TEN
2024,7,CAR,00-0034173,E.Pineiro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,K,WAS
2024,7,CIN,00-0036854,E.McPherson,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,K,CLE
2024,7,CLE,00-0030098,D.Hopkins,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,K,CIN
2024,7,DEN,00-0032569,W.Lutz,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,18.0,K,NO
2024,7,DET,00-0039172,J.Bates,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,K,MIN
