play_type,field_goal_result,kick_distance,player_id,player_display_name,team,opponent_team,season,week,roof,temp,wind,surface,made
field_goal,made,34.0,00-0023853,M.Prater,ARI,TEN,2021,1,outdoors,82.0,8.0,grass ,1
field_goal,missed,46.0,00-0034084,M.Badgley,TEN,ARI,2021,1,outdoors,82.0,8.0,grass ,0
field_goal,missed,43.0,00-0023853,M.Prater,ARI,TEN,2021,1,outdoors,82.0,8.0,grass ,0
field_goal,made,34.0,00-0034161,D.Carlson,LV,BAL,2021,1,dome,,,grass,1
field_goal,made,40.0,00-0029597,J.Tucker,BAL,LV,2021,1,dome,,,grass,1
field_goal,made,47.0,00-0029597,J.Tucker,BAL,LV,2021,1,dome,,,grass,1
field_goal,made,55.0,00-0034161,D.Carlson,LV,BAL,2021,1,dome,,,grass,1
field_goal,made,53.0,00-0035269,M.Gay,LA,CHI,2021,1,dome,,,matrixturf,1
field_goal,made,22.0,00-0035269,M.Gay,LA,CHI,2021,1,dome,,,matrixturf,1
field_goal,made,28.0,00-0033303,H.Butker,KC,CLE,2021,1,outdoors,88.0,8.0,grass ,1
field_goal,made,43.0,00-0033303,H.Butker,KC,CLE,2021,1,outdoors,88.0,8.0,grass ,1
field_goal,missed,31.0,00-0029621,G.Zuerlein,DAL,TB,2021,1,outdoors,82.0,9.0,grass ,0
field_goal,made,35.0,00-0029621,G.Zuerlein,DAL,TB,2021,1,outdoors,82.0,9.0,grass ,1
field_goal,missed,60.0,00-0029621,G.Zuerlein,DAL,TB,2021,1,outdoors,82.0,9.0,grass ,0
field_goal,made,21.0,00-0029621,G.Zuerlein,DAL,TB,2021,1,outdoors,82.0,9.0,grass ,1
field_goal,made,48.0,00-0029621,G.Zuerlein,DAL,TB,2021,1,outdoors,82.0,9.0,grass ,1
field_goal,made,36.0,00-0026968,R.Succop,TB,DAL,2021,1,outdoors,82.0,9.0,grass ,1
field_goal,made,23.0,00-0029822,B.McManus,DEN,NYG,2021,1,outdoors,82.0,19.0,fieldturf,1
field_goal,made,36.0,00-0029822,B.McManus,DEN,NYG,2021,1,outdoors,82.0,19.0,fieldturf,1
field_goal,made,44.0,00-0032870,A.Rosas,NO,GB,2021,1,outdoors,86.0,9.0,grass ,1
field_goal,made,39.0,00-0025580,M.Crosby,GB,NO,2021,1,outdoors,86.0,9.0,grass ,1
field_goal,missed,55.0,00-0032087,J.Lambo,JAX,HOU,2021,1,closed,,,astroturf,0
field_goal,made,40.0,00-0035192,J.Slye,HOU,JAX,2021,1,closed,,,astroturf,1
field_goal,made,26.0,00-0035192,J.Slye,HOU,JAX,2021,1,closed,,,astroturf,1
field_goal,made,25.0,00-0035192,J.Slye,HOU,JAX,2021,1,closed,,,astroturf,1
field_goal,made,30.0,00-0030098,D.Hopkins,WAS,LAC,2021,1,outdoors,81.0,4.0,grass ,1
field_goal,made,43.0,00-0030098,D.Hopkins,WAS,LAC,2021,1,outdoors,81.0,4.0,grass ,1
field_goal,made,33.0,00-0034909,T.Vizcaino,LAC,WAS,2021,1,outdoors,81.0,4.0,grass ,1
field_goal,made,27.0,00-0034909,T.Vizcaino,LAC,WAS,2021,1,outdoors,81.0,4.0,grass ,1
field_goal,made,48.0,00-0030098,D.Hopkins,WAS,LAC,2021,1,outdoors,81.0,4.0,grass ,1
field_goal,missed,51.0,00-0030098,D.Hopkins,WAS,LAC,2021,1,outdoors,81.0,4.0,grass ,0
field_goal,made,27.0,00-0025565,N.Folk,NE,MIA,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,48.0,00-0034794,J.Sanders,MIA,NE,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,42.0,00-0025565,N.Folk,NE,MIA,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,33.0,00-0025565,N.Folk,NE,MIA,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,53.0,00-0036854,E.McPherson,CIN,MIN,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,53.0,00-0034450,G.Joseph,MIN,CIN,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,33.0,00-0036854,E.McPherson,CIN,MIN,2021,1,outdoors,81.0,15.0,fieldturf,1
field_goal,made,22.0,00-0034648,R.Santoso,CAR,NYJ,2021,1,outdoors,81.0,0.0,grass ,1
field_goal,made,29.0,00-0034648,R.Santoso,CAR,NYJ,2021,1,outdoors,81.0,0.0,grass ,1
field_goal,made,21.0,00-0033702,Y.Koo,ATL,PHI,2021,1,open,,,fieldturf,1
field_goal,made,27.0,00-0033702,Y.Koo,ATL,PHI,2021,1,open,,,fieldturf,1
field_goal,made,43.0,00-0033787,J.Elliott,PHI,ATL,2021,1,open,,,fieldturf,1
field_goal,made,37.0,00-0036162,T.Bass,BUF,PIT,2021,1,outdoors,73.0,17.0,a_turf,1
field_goal,made,24.0,00-0031136,C.Boswell,PIT,BUF,2021,1,outdoors,73.0,17.0,a_turf,1
field_goal,made,20.0,00-0031136,C.Boswell,PIT,BUF,2021,1,outdoors,73.0,17.0,a_turf,1
field_goal,made,25.0,00-0036162,T.Bass,BUF,PIT,2021,1,outdoors,73.0,17.0,a_turf,1
field_goal,made,45.0,00-0031136,C.Boswell,PIT,BUF,2021,1,outdoors,73.0,17.0,a_turf,1
field_goal,made,42.0,00-0036162,T.Bass,BUF,PIT,2021,1,outdoors,73.0,17.0,a_turf,1
field_goal,made,21.0,00-0035849,R.Blankenship,IND,SEA,2021,1,closed,,,fieldturf,1
field_goal,missed,51.0,00-0035145,A.Seibert,DET,SF,2021,1,dome,,,fieldturf,0
field_goal,made,49.0,00-0035145,A.Seibert,DET,SF,2021,1,dome,,,fieldturf,1
field_goal,made,40.0,00-0023252,R.Gould,SF,DET,2021,1,dome,,,fieldturf,1
field_goal,missed,52.0,00-0023252,R.Gould,SF,DET,2021,1,dome,,,fieldturf,0
field_goal,made,52.0,00-0023252,R.Gould,SF,DET,2021,1,dome,,,fieldturf,1
field_goal,made,36.0,00-0033702,Y.Koo,ATL,TB,2021,2,outdoors,85.0,0.0,grass ,1
field_goal,missed,53.0,00-0036162,T.Bass,BUF,MIA,2021,2,outdoors,89.0,7.0,grass ,0
field_goal,made,53.0,00-0036854,E.McPherson,CIN,CHI,2021,2,outdoors,80.0,0.0,grass ,1
field_goal,made,28.0,00-0031203,C.Santos,CHI,CIN,2021,2,outdoors,80.0,0.0,grass ,1
field_goal,made,22.0,00-0031203,C.Santos,CHI,CIN,2021,2,outdoors,80.0,0.0,grass ,1
field_goal,made,46.0,00-0034909,T.Vizcaino,LAC,DAL,2021,2,dome,,,matrixturf,1
field_goal,missed,44.0,00-0034909,T.Vizcaino,LAC,DAL,2021,2,dome,,,matrixturf,0
field_goal,made,32.0,00-0034909,T.Vizcaino,LAC,DAL,2021,2,dome,,,matrixturf,1
field_goal,made,34.0,00-0029621,G.Zuerlein,DAL,LAC,2021,2,dome,,,matrixturf,1
field_goal,made,29.0,00-0034909,T.Vizcaino,LAC,DAL,2021,2,dome,,,matrixturf,1
field_goal,made,56.0,00-0029621,G.Zuerlein,DAL,LAC,2021,2,dome,,,matrixturf,1
field_goal,made,32.0,00-0029822,B.McManus,DEN,JAX,2021,2,outdoors,80.0,7.0,grass ,1
field_goal,missed,52.0,00-0032087,J.Lambo,JAX,DEN,2021,2,outdoors,80.0,7.0,grass ,0
field_goal,missed,48.0,00-0032087,J.Lambo,JAX,DEN,2021,2,outdoors,80.0,7.0,grass ,0
field_goal,made,46.0,00-0029822,B.McManus,DEN,JAX,2021,2,outdoors,80.0,7.0,grass ,1
field_goal,made,40.0,00-0029822,B.McManus,DEN,JAX,2021,2,outdoors,80.0,7.0,grass ,1
field_goal,made,43.0,00-0035145,A.Seibert,DET,GB,2021,2,outdoors,73.0,12.0,grass ,1
field_goal,made,30.0,00-0035358,C.McLaughlin,CLE,HOU,2021,2,outdoors,75.0,12.0,grass ,1
field_goal,blocked,41.0,00-0035192,J.Slye,HOU,CLE,2021,2,outdoors,75.0,12.0,grass ,0
field_goal,made,43.0,00-0029597,J.Tucker,BAL,KC,2021,2,outdoors,82.0,8.0,grass,1
field_goal,made,48.0,00-0035849,R.Blankenship,IND,LA,2021,2,closed,,,fieldturf,1
field_goal,made,34.0,00-0035269,M.Gay,LA,IND,2021,2,closed,,,fieldturf,1
field_goal,made,46.0,00-0035849,R.Blankenship,IND,LA,2021,2,closed,,,fieldturf,1
field_goal,made,35.0,00-0035849,R.Blankenship,IND,LA,2021,2,closed,,,fieldturf,1
field_goal,made,38.0,00-0035269,M.Gay,LA,IND,2021,2,closed,,,fieldturf,1
field_goal,made,46.0,00-0034161,D.Carlson,LV,PIT,2021,2,outdoors,77.0,4.0,grass ,1
field_goal,made,33.0,00-0034161,D.Carlson,LV,PIT,2021,2,outdoors,77.0,4.0,grass ,1
field_goal,made,41.0,00-0034161,D.Carlson,LV,PIT,2021,2,outdoors,77.0,4.0,grass ,1
field_goal,made,56.0,00-0031136,C.Boswell,PIT,LV,2021,2,outdoors,77.0,4.0,grass ,1
field_goal,made,45.0,00-0034161,D.Carlson,LV,PIT,2021,2,outdoors,77.0,4.0,grass ,1
field_goal,made,52.0,00-0034450,G.Joseph,MIN,ARI,2021,2,closed,,,grass ,1
field_goal,made,62.0,00-0023853,M.Prater,ARI,MIN,2021,2,closed,,,grass ,1
field_goal,made,52.0,00-0034450,G.Joseph,MIN,ARI,2021,2,closed,,,grass ,1
field_goal,made,27.0,00-0023853,M.Prater,ARI,MIN,2021,2,closed,,,grass ,1
field_goal,missed,37.0,00-0034450,G.Joseph,MIN,ARI,2021,2,closed,,,grass ,0
field_goal,made,46.0,00-0025565,N.Folk,NE,NYJ,2021,2,outdoors,72.0,13.0,fieldturf,1
field_goal,made,21.0,00-0036469,M.Ammendola,NYJ,NE,2021,2,outdoors,72.0,13.0,fieldturf,1
field_goal,made,49.0,00-0025565,N.Folk,NE,NYJ,2021,2,outdoors,72.0,13.0,fieldturf,1
field_goal,missed,53.0,00-0036469,M.Ammendola,NYJ,NE,2021,2,outdoors,72.0,13.0,fieldturf,0
field_goal,made,32.0,00-0025565,N.Folk,NE,NYJ,2021,2,outdoors,72.0,13.0,fieldturf,1
field_goal,made,35.0,00-0036469,M.Ammendola,NYJ,NE,2021,2,outdoors,72.0,13.0,fieldturf,1
field_goal,made,26.0,00-0025565,N.Folk,NE,NYJ,2021,2,outdoors,72.0,13.0,fieldturf,1
field_goal,made,20.0,00-0033862,Z.Gonzalez,CAR,NO,2021,2,outdoors,83.0,4.0,grass ,1
field_goal,blocked,50.0,00-0033862,Z.Gonzalez,CAR,NO,2021,2,outdoors,83.0,4.0,grass ,0
field_goal,made,42.0,00-0033862,Z.Gonzalez,CAR,NO,2021,2,outdoors,83.0,4.0,grass ,1
field_goal,made,23.0,00-0026858,G.Gano,NYG,WAS,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,47.0,00-0026858,G.Gano,NYG,WAS,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,49.0,00-0030098,D.Hopkins,WAS,NYG,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,52.0,00-0026858,G.Gano,NYG,WAS,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,37.0,00-0030098,D.Hopkins,WAS,NYG,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,55.0,00-0026858,G.Gano,NYG,WAS,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,35.0,00-0026858,G.Gano,NYG,WAS,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,43.0,00-0030098,D.Hopkins,WAS,NYG,2021,2,outdoors,71.0,0.0,grass ,1
field_goal,made,45.0,00-0033787,J.Elliott,PHI,SF,2021,2,outdoors,76.0,13.0,grass ,1
field_goal,blocked,47.0,00-0033787,J.Elliott,PHI,SF,2021,2,outdoors,76.0,13.0,grass ,0
field_goal,made,46.0,00-0023252,R.Gould,SF,PHI,2021,2,outdoors,76.0,13.0,grass ,1
field_goal,made,31.0,00-0031492,J.Myers,SEA,TEN,2021,2,outdoors,62.0,14.0,fieldturf,1
field_goal,made,33.0,00-0029421,R.Bullock,TEN,SEA,2021,2,outdoors,62.0,14.0,fieldturf,1
field_goal,made,30.0,00-0029421,R.Bullock,TEN,SEA,2021,2,outdoors,62.0,14.0,fieldturf,1
field_goal,made,24.0,00-0029421,R.Bullock,TEN,SEA,2021,2,outdoors,62.0,14.0,fieldturf,1
field_goal,missed,44.0,00-0029421,R.Bullock,TEN,SEA,2021,2,outdoors,62.0,14.0,fieldturf,0
field_goal,made,36.0,00-0029421,R.Bullock,TEN,SEA,2021,2,outdoors,62.0,14.0,fieldturf,1
field_goal,missed,68.0,00-0023853,M.Prater,ARI,JAX,2021,3,outdoors,81.0,4.0,grass ,0
field_goal,made,34.0,00-0023853,M.Prater,ARI,JAX,2021,3,outdoors,81.0,4.0,grass ,1
field_goal,made,25.0,00-0026858,G.Gano,NYG,ATL,2021,3,outdoors,69.0,13.0,fieldturf,1
field_goal,made,31.0,00-0026858,G.Gano,NYG,ATL,2021,3,outdoors,69.0,13.0,fieldturf,1
field_goal,made,40.0,00-0033702,Y.Koo,ATL,NYG,2021,3,outdoors,69.0,13.0,fieldturf,1
field_goal,missed,49.0,00-0029597,J.Tucker,BAL,DET,2021,3,dome,,,fieldturf,0
field_goal,made,39.0,00-0029597,J.Tucker,BAL,DET,2021,3,dome,,,fieldturf,1
field_goal,made,50.0,00-0029597,J.Tucker,BAL,DET,2021,3,dome,,,fieldturf,1
field_goal,made,32.0,00-0029597,J.Tucker,BAL,DET,2021,3,dome,,,fieldturf,1
field_goal,made,35.0,00-0034648,R.Santoso,DET,BAL,2021,3,dome,,,fieldturf,1
field_goal,made,66.0,00-0029597,J.Tucker,BAL,DET,2021,3,dome,,,fieldturf,1
field_goal,made,21.0,00-0033862,Z.Gonzalez,CAR,HOU,2021,3,closed,,,astroturf,1
field_goal,made,53.0,00-0035192,J.Slye,HOU,CAR,2021,3,closed,,,astroturf,1
field_goal,made,47.0,00-0031203,C.Santos,CHI,CLE,2021,3,outdoors,70.0,22.0,grass ,1
field_goal,made,57.0,00-0035358,C.McLaughlin,CLE,CHI,2021,3,outdoors,70.0,22.0,grass ,1
field_goal,made,41.0,00-0035358,C.McLaughlin,CLE,CHI,2021,3,outdoors,70.0,22.0,grass ,1
field_goal,made,22.0,00-0031203,C.Santos,CHI,CLE,2021,3,outdoors,70.0,22.0,grass ,1
field_goal,made,52.0,00-0035358,C.McLaughlin,CLE,CHI,2021,3,outdoors,70.0,22.0,grass ,1
field_goal,made,28.0,00-0035358,C.McLaughlin,CLE,CHI,2021,3,outdoors,70.0,22.0,grass ,1
field_goal,made,43.0,00-0036854,E.McPherson,CIN,PIT,2021,3,outdoors,67.0,9.0,grass ,1
field_goal,missed,42.0,00-0031136,C.Boswell,PIT,CIN,2021,3,outdoors,67.0,9.0,grass ,0
field_goal,made,26.0,00-0031136,C.Boswell,PIT,CIN,2021,3,outdoors,67.0,9.0,grass ,1
field_goal,made,54.0,00-0025580,M.Crosby,GB,SF,2021,3,outdoors,69.0,15.0,grass,1
field_goal,made,38.0,00-0025580,M.Crosby,GB,SF,2021,3,outdoors,69.0,15.0,grass,1
field_goal,made,51.0,00-0025580,M.Crosby,GB,SF,2021,3,outdoors,69.0,15.0,grass,1
field_goal,made,43.0,00-0035849,R.Blankenship,IND,TEN,2021,3,outdoors,72.0,4.0,grass ,1
field_goal,made,28.0,00-0035849,R.Blankenship,IND,TEN,2021,3,outdoors,72.0,4.0,grass ,1
field_goal,made,24.0,00-0035849,R.Blankenship,IND,TEN,2021,3,outdoors,72.0,4.0,grass ,1
field_goal,made,32.0,00-0029421,R.Bullock,TEN,IND,2021,3,outdoors,72.0,4.0,grass ,1
field_goal,missed,51.0,00-0035849,R.Blankenship,IND,TEN,2021,3,outdoors,72.0,4.0,grass ,0
field_goal,made,34.0,00-0033303,H.Butker,KC,LAC,2021,3,outdoors,81.0,19.0,grass ,1
field_goal,made,24.0,00-0034909,T.Vizcaino,LAC,KC,2021,3,outdoors,81.0,19.0,grass ,1
field_goal,made,50.0,00-0034161,D.Carlson,LV,MIA,2021,3,dome,,,grass,1
field_goal,missed,48.0,00-0034794,J.Sanders,MIA,LV,2021,3,dome,,,grass,0
field_goal,made,46.0,00-0034794,J.Sanders,MIA,LV,2021,3,dome,,,grass,1
field_goal,made,38.0,00-0034161,D.Carlson,LV,MIA,2021,3,dome,,,grass,1
field_goal,made,50.0,00-0034794,J.Sanders,MIA,LV,2021,3,dome,,,grass,1
field_goal,made,22.0,00-0034161,D.Carlson,LV,MIA,2021,3,dome,,,grass,1
field_goal,missed,52.0,00-0032870,A.Rosas,NO,NE,2021,3,outdoors,73.0,11.0,fieldturf,0
field_goal,missed,36.0,00-0032870,A.Rosas,NO,NE,2021,3,outdoors,73.0,11.0,fieldturf,0
field_goal,made,45.0,00-0025565,N.Folk,NE,NO,2021,3,outdoors,73.0,11.0,fieldturf,1
field_goal,made,26.0,00-0025565,N.Folk,NE,NO,2021,3,outdoors,73.0,11.0,fieldturf,1
field_goal,made,45.0,00-0029822,B.McManus,DEN,NYJ,2021,3,outdoors,82.0,6.0,grass ,1
field_goal,made,47.0,00-0029822,B.McManus,DEN,NYJ,2021,3,outdoors,82.0,6.0,grass ,1
field_goal,made,21.0,00-0029822,B.McManus,DEN,NYJ,2021,3,outdoors,82.0,6.0,grass ,1
field_goal,made,36.0,00-0029822,B.McManus,DEN,NYJ,2021,3,outdoors,82.0,6.0,grass ,1
field_goal,made,53.0,00-0031492,J.Myers,SEA,MIN,2021,3,dome,,,sportturf,1
field_goal,missed,44.0,00-0031492,J.Myers,SEA,MIN,2021,3,dome,,,sportturf,0
field_goal,made,43.0,00-0034450,G.Joseph,MIN,SEA,2021,3,dome,,,sportturf,1
field_goal,made,34.0,00-0034450,G.Joseph,MIN,SEA,2021,3,dome,,,sportturf,1
field_goal,made,20.0,00-0034450,G.Joseph,MIN,SEA,2021,3,dome,,,sportturf,1
field_goal,missed,55.0,00-0026968,R.Succop,TB,LA,2021,3,dome,,,matrixturf,0
field_goal,made,48.0,00-0035269,M.Gay,LA,TB,2021,3,dome,,,matrixturf,1
field_goal,made,26.0,00-0026968,R.Succop,TB,LA,2021,3,dome,,,matrixturf,1
field_goal,made,26.0,00-0035269,M.Gay,LA,TB,2021,3,dome,,,matrixturf,1
field_goal,made,21.0,00-0036162,T.Bass,BUF,WAS,2021,3,outdoors,67.0,21.0,a_turf,1
field_goal,made,48.0,00-0036162,T.Bass,BUF,WAS,2021,3,outdoors,67.0,21.0,a_turf,1
field_goal,made,29.0,00-0036162,T.Bass,BUF,WAS,2021,3,outdoors,67.0,21.0,a_turf,1
field_goal,made,42.0,00-0035269,M.Gay,LA,ARI,2021,4,dome,,,matrixturf,1
field_goal,made,22.0,00-0035269,M.Gay,LA,ARI,2021,4,dome,,,matrixturf,1
field_goal,made,23.0,00-0023853,M.Prater,ARI,LA,2021,4,dome,,,matrixturf,1
field_goal,made,55.0,00-0023853,M.Prater,ARI,LA,2021,4,dome,,,matrixturf,1
field_goal,missed,46.0,00-0035269,M.Gay,LA,ARI,2021,4,dome,,,matrixturf,0
field_goal,made,23.0,00-0023853,M.Prater,ARI,LA,2021,4,dome,,,matrixturf,1
field_goal,made,40.0,00-0029597,J.Tucker,BAL,DEN,2021,4,outdoors,77.0,11.0,grass ,1
field_goal,made,46.0,00-0029597,J.Tucker,BAL,DEN,2021,4,outdoors,77.0,11.0,grass ,1
field_goal,made,20.0,00-0029597,J.Tucker,BAL,DEN,2021,4,outdoors,77.0,11.0,grass ,1
field_goal,missed,54.0,00-0033862,Z.Gonzalez,CAR,DAL,2021,4,closed,,,matrixturf,0
field_goal,made,37.0,00-0029621,G.Zuerlein,DAL,CAR,2021,4,closed,,,matrixturf,1
field_goal,made,48.0,00-0035358,C.McLaughlin,CLE,MIN,2021,4,dome,,,sportturf,1
field_goal,made,53.0,00-0035358,C.McLaughlin,CLE,MIN,2021,4,dome,,,sportturf,1
field_goal,made,33.0,00-0031203,C.Santos,CHI,DET,2021,4,outdoors,72.0,4.0,grass ,1
field_goal,made,33.0,00-0036162,T.Bass,BUF,HOU,2021,4,outdoors,67.0,12.0,a_turf,1
field_goal,made,26.0,00-0036162,T.Bass,BUF,HOU,2021,4,outdoors,67.0,12.0,a_turf,1
field_goal,made,21.0,00-0036162,T.Bass,BUF,HOU,2021,4,outdoors,67.0,12.0,a_turf,1
field_goal,made,28.0,00-0036162,T.Bass,BUF,HOU,2021,4,outdoors,67.0,12.0,a_turf,1
field_goal,made,38.0,00-0034794,J.Sanders,MIA,IND,2021,4,outdoors,85.0,16.0,grass ,1
field_goal,made,34.0,00-0035849,R.Blankenship,IND,MIA,2021,4,outdoors,85.0,16.0,grass ,1
field_goal,made,43.0,00-0035849,R.Blankenship,IND,MIA,2021,4,outdoors,85.0,16.0,grass ,1
field_goal,missed,43.0,00-0036854,E.McPherson,CIN,JAX,2021,4,outdoors,65.0,0.0,fieldturf,0
field_goal,made,35.0,00-0036854,E.McPherson,CIN,JAX,2021,4,outdoors,65.0,0.0,fieldturf,1
field_goal,made,29.0,00-0033787,J.Elliott,PHI,KC,2021,4,outdoors,73.0,8.0,grass ,1
field_goal,made,25.0,00-0033787,J.Elliott,PHI,KC,2021,4,outdoors,73.0,8.0,grass ,1
field_goal,made,31.0,00-0033787,J.Elliott,PHI,KC,2021,4,outdoors,73.0,8.0,grass ,1
field_goal,missed,52.0,00-0034161,D.Carlson,LV,LAC,2021,4,dome,,,matrixturf,0
field_goal,missed,35.0,00-0026858,G.Gano,NYG,NO,2021,4,dome,,,sportturf,0
field_goal,missed,58.0,00-0032870,A.Rosas,NO,NYG,2021,4,dome,,,sportturf,0
field_goal,made,23.0,00-0026858,G.Gano,NYG,NO,2021,4,dome,,,sportturf,1
field_goal,made,48.0,00-0026858,G.Gano,NYG,NO,2021,4,dome,,,sportturf,1
field_goal,made,52.0,00-0031136,C.Boswell,PIT,GB,2021,4,outdoors,67.0,4.0,grass ,1
field_goal,made,26.0,00-0025580,M.Crosby,GB,PIT,2021,4,outdoors,67.0,4.0,grass ,1
field_goal,made,29.0,00-0025580,M.Crosby,GB,PIT,2021,4,outdoors,67.0,4.0,grass ,1
field_goal,missed,41.0,00-0034941,M.Wishnowsky,SF,SEA,2021,4,outdoors,80.0,0.0,grass,0
field_goal,made,29.0,00-0026968,R.Succop,TB,NE,2021,4,outdoors,62.0,4.0,fieldturf,1
field_goal,missed,36.0,00-0026968,R.Succop,TB,NE,2021,4,outdoors,62.0,4.0,fieldturf,0
field_goal,made,44.0,00-0026968,R.Succop,TB,NE,2021,4,outdoors,62.0,4.0,fieldturf,1
field_goal,made,27.0,00-0026968,R.Succop,TB,NE,2021,4,outdoors,62.0,4.0,fieldturf,1
field_goal,made,27.0,00-0025565,N.Folk,NE,TB,2021,4,outdoors,62.0,4.0,fieldturf,1
field_goal,made,48.0,00-0026968,R.Succop,TB,NE,2021,4,outdoors,62.0,4.0,fieldturf,1
field_goal,missed,56.0,00-0025565,N.Folk,NE,TB,2021,4,outdoors,62.0,4.0,fieldturf,0
field_goal,made,44.0,00-0029421,R.Bullock,TEN,NYJ,2021,4,outdoors,78.0,9.0,fieldturf,1
field_goal,made,46.0,00-0029421,R.Bullock,TEN,NYJ,2021,4,outdoors,78.0,9.0,fieldturf,1
field_goal,made,36.0,00-0029421,R.Bullock,TEN,NYJ,2021,4,outdoors,78.0,9.0,fieldturf,1
field_goal,made,27.0,00-0036469,M.Ammendola,NYJ,TEN,2021,4,outdoors,78.0,9.0,fieldturf,1
field_goal,made,22.0,00-0036469,M.Ammendola,NYJ,TEN,2021,4,outdoors,78.0,9.0,fieldturf,1
field_goal,missed,49.0,00-0029421,R.Bullock,TEN,NYJ,2021,4,outdoors,78.0,9.0,fieldturf,0
field_goal,made,25.0,00-0033702,Y.Koo,ATL,WAS,2021,4,open,,,fieldturf,1
field_goal,made,21.0,00-0030098,D.Hopkins,WAS,ATL,2021,4,open,,,fieldturf,1
field_goal,made,38.0,00-0033303,H.Butker,KC,BUF,2021,5,outdoors,76.0,0.0,grass ,1
field_goal,made,30.0,00-0036162,T.Bass,BUF,KC,2021,5,outdoors,76.0,0.0,grass ,1
field_goal,made,54.0,00-0033303,H.Butker,KC,BUF,2021,5,outdoors,76.0,0.0,grass ,1
field_goal,made,31.0,00-0034161,D.Carlson,LV,CHI,2021,5,dome,,,grass,1
field_goal,made,46.0,00-0031203,C.Santos,CHI,LV,2021,5,dome,,,grass,1
field_goal,made,46.0,00-0031203,C.Santos,CHI,LV,2021,5,dome,,,grass,1
field_goal,made,35.0,00-0035358,C.McLaughlin,CLE,LAC,2021,5,dome,,,matrixturf,1
field_goal,made,31.0,00-0035358,C.McLaughlin,CLE,LAC,2021,5,dome,,,matrixturf,1
field_goal,made,39.0,00-0029822,B.McManus,DEN,PIT,2021,5,outdoors,71.0,9.0,grass ,1
field_goal,made,48.0,00-0031136,C.Boswell,PIT,DEN,2021,5,outdoors,71.0,9.0,grass ,1
field_goal,made,29.0,00-0029822,B.McManus,DEN,PIT,2021,5,outdoors,71.0,9.0,grass ,1
field_goal,made,43.0,00-0031136,C.Boswell,PIT,DEN,2021,5,outdoors,71.0,9.0,grass ,1
field_goal,made,39.0,00-0035145,A.Seibert,DET,MIN,2021,5,dome,,,sportturf,1
field_goal,made,38.0,00-0034450,G.Joseph,MIN,DET,2021,5,dome,,,sportturf,1
field_goal,made,38.0,00-0034450,G.Joseph,MIN,DET,2021,5,dome,,,sportturf,1
field_goal,made,52.0,00-0035145,A.Seibert,DET,MIN,2021,5,dome,,,sportturf,1
field_goal,made,55.0,00-0034450,G.Joseph,MIN,DET,2021,5,dome,,,sportturf,1
field_goal,missed,49.0,00-0034450,G.Joseph,MIN,DET,2021,5,dome,,,sportturf,0
field_goal,made,40.0,00-0035145,A.Seibert,DET,MIN,2021,5,dome,,,sportturf,1
field_goal,made,54.0,00-0034450,G.Joseph,MIN,DET,2021,5,dome,,,sportturf,1
field_goal,made,44.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,1
field_goal,made,44.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,1
field_goal,made,22.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,1
field_goal,missed,36.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,0
field_goal,missed,57.0,00-0036854,E.McPherson,CIN,GB,2021,5,outdoors,76.0,12.0,fieldturf,0
field_goal,missed,51.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,0
field_goal,missed,40.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,0
field_goal,missed,49.0,00-0036854,E.McPherson,CIN,GB,2021,5,outdoors,76.0,12.0,fieldturf,0
field_goal,made,49.0,00-0025580,M.Crosby,GB,CIN,2021,5,outdoors,76.0,12.0,fieldturf,1
field_goal,made,23.0,00-0029597,J.Tucker,BAL,IND,2021,5,outdoors,69.0,6.0,grass,1
field_goal,made,37.0,00-0035849,R.Blankenship,IND,BAL,2021,5,outdoors,69.0,6.0,grass,1
field_goal,made,43.0,00-0035849,R.Blankenship,IND,BAL,2021,5,outdoors,69.0,6.0,grass,1
field_goal,blocked,37.0,00-0035849,R.Blankenship,IND,BAL,2021,5,outdoors,69.0,6.0,grass,0
field_goal,missed,47.0,00-0035849,R.Blankenship,IND,BAL,2021,5,outdoors,69.0,6.0,grass,0
