season,week,team,implied_team_total
2024,17,HOU,26.0
2024,17,CHI,23.5
2024,17,NE,24.0
2024,17,CIN,23.5
2024,17,LA,20.75
2024,17,BUF,17.25
2024,17,JAX,19.5
2024,17,NO,19.75
2024,17,NYG,24.0
2024,17,PHI,15.0
2024,17,TB,19.0
2024,17,CLE,17.75
2024,17,MIN,25.0
2024,17,WAS,21.5
2024,17,SF,27.25
2024,18,BAL,11.5
2024,18,PIT,25.5
2024,18,ATL,20.5
2024,18,DAL,25.25
2024,18,GB,15.75
2024,18,IND,21.0
2024,18,NE,19.75
2024,18,PHI,16.75
2024,18,TB,15.0
2024,18,TEN,17.0
2024,18,ARI,19.0
2024,18,DEN,15.0
2024,18,LA,23.0
2024,18,LV,24.75
2024,18,NYJ,19.0
2024,18,DET,26.75
2024,19,HOU,22.25
2024,19,BAL,17.5
2024,19,BUF,20.5
2024,19,PHI,20.0
2024,19,TB,24.25
2024,19,LA,25.0
2024,20,KC,16.0
2024,20,DET,23.5
2024,20,PHI,18.25
2024,20,BUF,26.5
2024,21,PHI,20.25
2024,21,KC,24.0
2024,22,PHI,25.0
2021,1,DAL,31.25
2021,1,PHI,26.25
2021,1,PIT,27.25
2021,1,NYJ,24.0
2021,1,MIN,22.0
2021,1,SF,18.25
2021,1,JAX,21.0
2021,1,SEA,23.0
2021,1,ARI,28.25
2021,1,LAC,24.0
2021,1,CLE,30.0
2021,1,MIA,23.5
2021,1,GB,22.5
2021,1,DEN,19.25
2021,1,CHI,27.75
2021,1,BAL,23.75
2021,2,NYG,23.0
2021,2,NO,21.0
2021,2,CIN,23.25
2021,2,HOU,31.0
2021,2,LA,22.0
2021,2,DEN,19.5
2021,2,BUF,22.25
2021,2,NE,18.75
2021,2,SF,23.0
2021,2,LV,26.0
2021,2,MIN,27.5
2021,2,ATL,32.75
2021,2,DAL,29.0
2021,2,TEN,30.0
2021,2,KC,25.0
2021,2,DET,30.5
2021,3,CAR,17.5
2021,3,WAS,26.5
2021,3,CHI,26.25
2021,3,BAL,21.75
2021,3,ARI,21.75
2021,3,LAC,30.75
2021,3,NO,23.5
2021,3,ATL,25.5
2021,3,CIN,22.5
2021,3,IND,25.75
2021,3,NYJ,26.25
2021,3,MIA,24.5
2021,3,TB,27.0
2021,3,SEA,25.75
2021,3,GB,27.0
2021,3,PHI,27.5
2021,4,JAX,26.75
2021,4,WAS,23.25
2021,4,HOU,33.25
2021,4,DET,22.5
2021,4,CAR,28.0
2021,4,IND,22.0
2021,4,CLE,25.5
2021,4,NYG,25.25
2021,4,TEN,19.5
2021,4,KC,23.0
2021,4,ARI,28.5
2021,4,SEA,27.25
2021,4,BAL,22.5
2021,4,PIT,25.75
2021,4,TB,21.75
2021,4,LV,27.5
2021,5,LA,25.5
2021,5,NYJ,24.25
2021,5,PHI,24.25
2021,5,GB,24.0
2021,5,NE,15.75
2021,5,TEN,22.5
2021,5,DET,29.75
2021,5,DEN,19.0
2021,5,MIA,29.5
2021,5,NO,20.5
2021,5,CLE,24.5
2021,5,CHI,25.75
2021,5,SF,27.25
2021,5,NYG,30.25
2021,5,BUF,29.75
2021,5,IND,27.0
2021,6,TB,23.0
2021,6,MIA,22.5
2021,6,LAC,26.75
2021,6,MIN,21.5
2021,6,GB,19.25
2021,6,CIN,21.5
2021,6,HOU,27.0
2021,6,LA,21.0
2021,6,KC,24.0
2021,6,ARI,25.5
2021,6,LV,25.25
2021,6,DAL,23.5
2021,6,SEA,24.25
2021,6,BUF,23.75
2021,7,DEN,21.25
2021,7,CIN,26.0
2021,7,WAS,28.25
2021,7,ATL,23.5
2021,7,NYJ,25.0
2021,7,CAR,19.75
2021,7,KC,26.75
2021,7,DET,34.0
2021,7,PHI,24.5
2021,7,HOU,33.75
2021,7,CHI,29.75
2021,7,IND,22.5
2021,7,NO,18.0
2021,8,GB,28.75
2021,8,CAR,24.75
2021,8,MIA,31.75
2021,8,SF,17.75
2021,8,PIT,24.25
2021,8,PHI,22.75
2021,8,LA,15.0
2021,8,TEN,27.0
2021,8,CIN,16.0
2021,8,NE,27.0
2021,8,JAX,24.0
2021,8,WAS,24.5
2021,8,TB,22.25
2021,8,DAL,27.0
2021,8,NYG,31.75
2021,9,NYJ,28.25
2021,9,MIN,29.25
2021,9,NE,19.0
2021,9,CLE,25.0
2021,9,DEN,30.25
2021,9,BUF,16.75
2021,9,HOU,24.5
2021,9,ATL,25.0
2021,9,LV,22.0
2021,9,LAC,24.25
2021,9,GB,27.5
2021,9,ARI,25.0
2021,9,TEN,30.25
2021,9,CHI,23.5
2021,10,BAL,19.0
2021,10,ATL,31.5
2021,10,JAX,29.0
2021,10,CLE,24.0
2021,10,BUF,17.0
2021,10,DET,26.0
2021,10,NO,23.5
2021,10,TB,20.5
2021,10,CAR,24.5
2021,10,MIN,28.25
2021,10,PHI,22.75
2021,10,SEA,26.25
2021,10,KC,25.5
2021,10,LA,23.25
2021,11,NE,20.25
2021,11,IND,28.5
2021,11,WAS,23.25
2021,11,BAL,19.0
2021,11,DET,27.75
2021,11,SF,19.25
2021,11,GB,23.5
2021,11,MIA,20.5
2021,11,NO,22.5
2021,11,HOU,27.5
2021,11,CIN,24.75
2021,11,DAL,29.25
2021,11,ARI,24.25
2021,11,PIT,26.5
2021,11,NYG,30.5
2021,12,CHI,19.75
2021,12,LV,29.0
2021,12,BUF,19.0
2021,12,PIT,23.5
2021,12,NYJ,23.75
2021,12,TB,25.0
2021,12,ATL,22.25
2021,12,CAR,20.0
2021,12,TEN,25.25
2021,12,PHI,20.75
2021,12,LAC,22.5
2021,12,LA,22.5
2021,12,MIN,26.25
2021,12,CLE,25.0
2021,12,SEA,23.0
2021,13,DAL,20.0
2021,13,TB,20.0
2021,13,ARI,18.0
2021,13,LAC,26.0
2021,13,MIN,20.25
2021,13,IND,17.75
2021,13,NYG,23.25
2021,13,PHI,19.5
2021,13,JAX,31.0
2021,13,WAS,24.25
2021,13,BAL,20.0
2021,13,SF,20.75
2021,13,DEN,27.5
2021,13,NE,21.5
2021,14,PIT,24.25
2021,14,ATL,21.75
2021,14,BAL,23.5
2021,14,SEA,15.25
2021,14,LV,29.0
2021,14,NO,18.75
2021,14,JAX,26.5
2021,14,DAL,20.75
2021,14,DET,27.5
2021,14,NYG,26.75
2021,14,SF,23.25
2021,14,BUF,28.0
2021,14,CHI,27.25
2021,14,LA,27.0
2021,15,KC,25.5
2021,15,NE,22.5
2021,15,CAR,28.5
2021,15,ARI,17.5
2021,15,HOU,23.0
2021,15,NYJ,26.25
2021,15,DAL,15.75
2021,15,TEN,22.5
2021,15,CIN,24.0
2021,15,ATL,28.75
2021,15,GB,18.0
2021,15,NO,28.5
2021,15,LV,19.0
2021,15,MIN,20.5
2021,15,SEA,27.25
2021,15,WAS,24.75
2021,16,SF,21.0
2021,16,CLE,27.0
2021,16,IND,25.5
2021,16,DET,25.0
2021,16,TB,16.5
2021,16,BAL,25.25
2021,16,LAC,16.25
2021,16,LA,22.5
2021,16,BUF,22.25
2021,16,JAX,22.5
2021,16,NYG,26.0
2021,16,CHI,24.0
2021,16,PIT,27.25
2021,16,DEN,20.5
2021,16,WAS,28.0
2021,16,MIA,17.25
2021,17,LA,20.0
2021,17,ATL,30.25
2021,17,NYG,21.75
2021,17,KC,23.75
2021,17,LV,27.5
2021,17,JAX,29.75
2021,17,TB,16.75
2021,17,MIA,22.0
2021,17,PHI,19.0
2021,17,DEN,26.75
2021,17,HOU,29.0
2021,17,ARI,29.75
2021,17,CAR,22.0
2021,17,DET,25.0
2021,17,MIN,27.5
2021,17,CLE,21.25
2021,18,KC,16.5
2021,18,DAL,19.75
2021,18,PIT,22.0
2021,18,CIN,22.25
2021,18,GB,20.5
2021,18,TEN,16.25
2021,18,IND,14.5
2021,18,CHI,24.5
2021,18,WAS,15.0
2021,18,SEA,26.75
2021,18,NO,17.75
2021,18,NYJ,29.5
2021,18,SF,24.75
2021,18,NE,17.5
2021,18,CAR,27.0
2021,18,LAC,22.25
2021,19,LV,27.25
2021,19,NE,23.75
2021,19,PHI,26.5
2021,19,SF,27.0
2021,19,PIT,29.5
2021,19,ARI,26.75
2021,20,CIN,26.25
2021,20,SF,26.25
2021,20,LA,25.25
2021,20,BUF,28.25
2021,21,CIN,30.75
2021,21,SF,24.5
2021,22,LA,22.0
2022,1,BUF,25.25
2022,1,NO,18.75
2022,1,CLE,22.5
2022,1,SF,15.75
2022,1,PIT,26.0
2022,1,PHI,21.5
2022,1,IND,19.5
2022,1,NE,25.0
2022,1,BAL,18.75
2022,1,JAX,23.25
2022,1,KC,24.0
2022,1,LV,28.0
2022,1,GB,24.75
2022,1,NYG,24.5
2022,1,TB,23.5
2022,1,DEN,19.0
2022,2,LAC,28.25
2022,2,MIA,23.5
2022,2,NYJ,22.5
2022,2,WAS,23.75
2022,2,IND,20.25
2022,2,TB,20.75
2022,2,CAR,21.5
2022,2,NE,18.5
2022,2,ATL,28.5
2022,2,SEA,24.25
2022,2,CIN,17.25
2022,2,HOU,28.25
2022,2,ARI,28.5
2022,2,CHI,26.25
2022,2,TEN,28.75
2022,2,MIN,26.0
2022,3,PIT,21.25
2022,3,NO,19.5
2022,3,HOU,21.5
2022,3,KC,23.25
2022,3,BUF,25.0
2022,3,DET,29.25
2022,3,BAL,21.5
2022,3,CIN,19.75
2022,3,LV,22.0
2022,3,PHI,20.5
2022,3,JAX,26.25
2022,3,LA,22.75
2022,3,ATL,22.0
2022,3,GB,21.25
2022,3,SF,21.5
2022,3,DAL,19.75
2022,4,MIA,26.25
2022,4,MIN,19.0
2022,4,CLE,23.5
2022,4,BUF,23.5
2022,4,WAS,21.75
2022,4,SEA,25.75
2022,4,LAC,19.75
2022,4,TEN,23.75
2022,4,CHI,21.0
2022,4,JAX,25.25
2022,4,NYJ,22.0
2022,4,ARI,22.5
2022,4,NE,25.25
2022,4,DEN,24.0
2022,4,KC,23.75
2022,4,LA,21.5
2022,5,IND,22.75
2022,5,NYG,25.25
2022,5,PIT,29.0
2022,5,LAC,23.0
2022,5,HOU,25.5
2022,5,CHI,27.0
2022,5,DET,24.75
2022,5,SEA,25.5
2022,5,MIA,21.5
2022,5,ATL,28.25
2022,5,TEN,21.0
2022,5,SF,17.0
2022,5,PHI,21.5
2022,5,DAL,23.75
2022,5,CIN,25.25
2022,5,LV,29.5
2022,6,WAS,18.75
2022,6,SF,21.25
2022,6,NE,22.75
2022,6,NYJ,26.0
2022,6,JAX,21.0
2022,6,MIN,21.0
2022,6,CIN,19.75
2022,6,BAL,20.25
2022,6,TB,18.5
2022,6,CAR,25.75
2022,6,ARI,23.75
2022,6,BUF,25.75
2022,6,DAL,24.5
2022,6,DEN,24.5
2022,7,NO,23.25
2022,7,CLE,26.25
2022,7,TB,13.25
2022,7,ATL,27.0
2022,7,DET,28.25
2022,7,NYG,23.5
2022,7,IND,22.75
2022,7,GB,18.75
2022,7,NYJ,17.5
2022,7,HOU,26.5
2022,7,SEA,28.5
2022,7,KC,24.0
2022,7,PIT,26.0
2022,7,CHI,24.75
2022,8,BAL,24.0
2022,8,DEN,21.0
2022,8,CAR,22.75
2022,8,CHI,26.75
2022,8,MIA,24.25
2022,8,ARI,26.25
2022,8,LV,23.75
2022,8,NE,18.5
2022,8,PIT,27.0
2022,8,TEN,19.0
2022,8,WAS,21.75
2022,8,SF,20.5
2022,8,NYG,23.75
2022,8,GB,28.75
2022,8,CIN,21.0
2022,9,PHI,15.75
2022,9,LAC,23.5
2022,9,MIA,21.0
2022,9,CAR,25.0
2022,9,GB,22.75
2022,9,LV,22.5
2022,9,IND,22.5
2022,9,BUF,17.5
2022,9,MIN,20.25
2022,9,SEA,25.5
2022,9,LA,23.0
2022,9,TEN,29.5
2022,9,BAL,22.5
2022,10,ATL,19.5
2022,10,SEA,23.75
2022,10,MIN,26.75
2022,10,DET,25.75
2022,10,JAX,30.75
2022,10,CLE,26.0
2022,10,HOU,23.5
2022,10,NO,20.25
2022,10,DEN,21.25
2022,10,IND,22.75
2022,10,DAL,20.5
2022,10,ARI,20.75
2022,10,LAC,27.0
2022,10,WAS,27.0
2022,11,TEN,21.75
2022,11,CHI,25.75
2022,11,CAR,27.5
2022,11,CLE,29.0
2022,11,WAS,19.0
2022,11,PHI,19.5
2022,11,NYJ,21.0
2022,11,LA,21.0
2022,11,DET,23.5
2022,11,LV,22.0
2022,11,DAL,23.5
2022,11,CIN,17.75
2022,11,KC,23.5
2022,11,SF,16.75
2022,12,BUF,22.0
2022,12,NYG,28.0
2022,12,NE,22.5
2022,12,DEN,17.75
2022,12,TB,19.5
2022,12,BAL,19.75
2022,12,HOU,30.5
2022,12,CHI,22.5
2022,12,CIN,21.0
2022,12,ATL,22.0
2022,12,LAC,23.0
2022,12,LV,25.75
2022,12,LA,29.25
2022,12,NO,26.75
2022,12,GB,26.25
2022,12,PIT,21.25
2022,13,BUF,20.0
2022,13,PIT,21.0
2022,13,DEN,25.0
2022,13,GB,20.5
2022,13,JAX,26.25
2022,13,CLE,19.75
2022,13,NYJ,23.5
2022,13,WAS,18.75
2022,13,TEN,24.75
2022,13,SEA,17.0
2022,13,MIA,25.25
2022,13,KC,25.25
2022,13,LAC,25.75
2022,13,IND,27.75
2022,13,NO,22.25
2022,14,LV,18.0
2022,14,NYJ,26.75
2022,14,CLE,25.75
2022,14,HOU,30.75
2022,14,MIN,27.0
2022,14,PHI,18.5
2022,14,BAL,19.25
2022,14,JAX,22.5
2022,14,KC,18.0
2022,14,CAR,24.0
2022,14,TB,20.75
2022,14,MIA,25.75
2022,14,NE,21.0
2022,15,SF,20.0
2022,15,IND,25.0
2022,15,BAL,21.0
2022,15,MIA,25.5
2022,15,PIT,19.5
2022,15,PHI,19.75
2022,15,KC,17.0
2022,15,DAL,22.25
2022,15,ATL,24.25
2022,15,DET,23.0
2022,15,ARI,19.5
2022,15,NE,23.0
2022,15,TEN,24.75
2022,15,CIN,21.75
2022,15,NYG,22.5
2022,15,LA,23.75
2022,16,JAX,19.5
2022,16,ATL,20.75
2022,16,DET,20.5
2022,16,BUF,16.0
2022,16,NO,17.5
2022,16,SEA,30.5
2022,16,NYG,26.25
2022,16,CIN,19.5
2022,16,HOU,18.5
2022,16,WAS,22.0
2022,16,PHI,26.0
2022,16,LV,20.5
2022,16,GB,26.25
2022,16,DEN,16.75
2022,16,TB,17.0
2022,16,LAC,20.5
2022,17,DAL,13.5
2022,17,ARI,24.0
2022,17,CHI,28.5
2022,17,JAX,19.75
2022,17,DEN,29.75
2022,17,MIA,22.25
2022,17,IND,22.0
2022,17,NO,23.5
2022,17,CAR,22.0
2022,17,CLE,21.25
2022,17,SF,15.75
2022,17,NYJ,21.0
2022,17,MIN,25.25
2022,17,LA,24.0
2022,17,PIT,18.25
2022,18,KC,21.25
2022,18,TEN,22.75
2022,18,TB,23.25
2022,18,NE,26.0
2022,18,MIN,18.0
2022,18,BAL,25.0
2022,18,HOU,20.5
2022,18,NYJ,20.5
2022,18,CAR,22.5
2022,18,CLE,21.25
2022,18,LAC,22.25
2022,18,NYG,29.5
2022,18,LA,23.5
2022,18,ARI,27.0
2022,18,DAL,16.5
2022,18,DET,27.25
2022,19,SEA,26.0
2022,19,LAC,22.25
2022,19,MIA,29.0
2022,19,NYG,25.25
2022,19,BAL,23.75
2022,19,DAL,21.5
2022,20,JAX,31.25
2022,20,NYG,28.0
2022,20,CIN,27.25
2022,20,DAL,25.0
2022,21,SF,23.75
2022,21,CIN,25.25
2022,22,KC,26.0
2023,1,DET,28.5
2023,1,CAR,22.0
2023,1,HOU,26.5
2023,1,CIN,22.75
2023,1,JAX,20.75
2023,1,TB,24.5
2023,1,TEN,22.0
2023,1,SF,20.0
2023,1,ARI,22.5
2023,1,GB,21.0
2023,1,LV,23.0
2023,1,MIA,26.75
2023,1,PHI,20.5
2023,1,LA,24.75
2023,1,DAL,20.5
2023,1,BUF,21.0
2023,2,MIN,27.5
2023,2,GB,21.75
2023,2,LV,27.25
2023,2,BAL,24.5
2023,2,SEA,26.0
2023,2,IND,19.5
2023,2,KC,23.5
2023,2,CHI,21.75
2023,2,LAC,21.5
2023,2,NYG,17.5
2023,2,SF,18.75
2023,2,NYJ,23.5
2023,2,WAS,21.25
2023,2,MIA,22.25
2023,2,NO,18.25
2023,2,CLE,18.25
2023,3,NYG,27.0
2023,3,IND,25.5
2023,3,TEN,20.75
2023,3,ATL,25.25
2023,3,NO,20.0
2023,3,HOU,25.5
2023,3,DEN,26.75
2023,3,LAC,27.5
2023,3,NE,16.5
2023,3,BUF,19.25
2023,3,CAR,23.75
2023,3,DAL,16.0
2023,3,CHI,30.5
2023,3,PIT,23.25
2023,3,PHI,19.0
2023,3,LA,24.25
2023,4,DET,21.25
2023,4,ATL,23.0
2023,4,MIA,27.75
2023,4,MIN,21.0
2023,4,DEN,22.0
2023,4,BAL,18.25
2023,4,PIT,19.25
2023,4,LA,21.75
2023,4,TB,22.5
2023,4,WAS,26.25
2023,4,CIN,19.5
2023,4,LV,28.0
2023,4,NE,24.75
2023,4,ARI,29.5
2023,4,KC,16.0
2023,4,SEA,22.0
2023,5,CHI,25.75
2023,5,JAX,27.0
2023,5,HOU,22.25
2023,5,CAR,26.5
2023,5,TEN,20.5
2023,5,NYG,30.0
2023,5,NO,20.5
2023,5,BAL,17.0
2023,5,CIN,21.25
2023,5,PHI,23.5
2023,5,NYJ,22.5
2023,5,KC,24.5
2023,5,DAL,24.25
2023,5,GB,23.0
2023,6,DEN,29.0
2023,6,BAL,18.5
2023,6,WAS,21.75
2023,6,MIN,20.75
2023,6,SEA,24.25
2023,6,SF,13.25
2023,6,NO,20.25
2023,6,IND,24.0
2023,6,CAR,30.75
2023,6,NE,22.25
2023,6,ARI,27.5
2023,6,PHI,18.25
2023,6,DET,20.25
2023,6,NYG,29.5
2023,6,DAL,24.0
2023,7,JAX,21.75
2023,7,DET,23.25
2023,7,LV,18.0
2023,7,CLE,18.25
2023,7,BUF,16.75
2023,7,WAS,17.0
2023,7,ATL,20.25
2023,7,PIT,23.75
2023,7,ARI,26.5
2023,7,GB,22.75
2023,7,LAC,27.0
2023,7,MIA,27.5
2023,7,SF,18.75
2023,8,TB,26.5
2023,8,HOU,20.0
2023,8,LA,25.5
2023,8,MIN,20.25
2023,8,NO,20.75
2023,8,NE,27.0
2023,8,NYJ,16.0
2023,8,JAX,19.25
2023,8,ATL,16.25
2023,8,PHI,17.75
2023,8,CLE,21.75
2023,8,BAL,17.5
2023,8,KC,19.25
2023,8,CIN,24.0
2023,8,CHI,27.75
2023,8,LV,26.5
2023,9,TEN,20.25
2023,9,MIA,26.0
2023,9,MIN,21.0
2023,9,SEA,25.25
2023,9,ARI,25.5
2023,9,LA,20.75
2023,9,TB,21.0
2023,9,WAS,21.5
2023,9,CHI,25.5
2023,9,IND,21.75
2023,9,NYG,19.75
2023,9,DAL,25.0
2023,9,BUF,26.25
2023,9,LAC,19.0
2023,10,CAR,20.5
2023,10,IND,20.5
2023,10,CLE,22.25
2023,10,HOU,25.75
2023,10,SF,20.75
2023,10,NO,19.0
2023,10,GB,20.75
2023,10,TEN,21.0
2023,10,ATL,20.75
2023,10,DET,23.0
2023,10,NYG,28.0
2023,10,WAS,25.0
2023,10,NYJ,17.25
2023,10,DEN,27.5
2023,11,CIN,25.25
2023,11,DAL,16.0
2023,11,PIT,18.25
2023,11,CHI,28.0
2023,11,LAC,20.5
2023,11,ARI,26.75
2023,11,TEN,23.25
2023,11,LV,29.25
2023,11,NYG,23.25
2023,11,TB,27.5
2023,11,NYJ,23.75
2023,11,SEA,23.75
2023,11,MIN,23.0
2023,11,PHI,24.25
2023,12,GB,27.75
2023,12,WAS,30.5
2023,12,SF,18.25
2023,12,MIA,15.25
2023,12,NO,20.0
2023,12,PIT,17.0
2023,12,JAX,23.5
2023,12,TB,23.75
2023,12,NE,16.0
2023,12,CAR,19.75
2023,12,LA,21.0
2023,12,CLE,19.5
2023,12,KC,16.75
2023,12,BUF,25.75
2023,12,BAL,23.0
2023,12,CHI,23.25
2023,13,SEA,28.5
2023,13,DEN,25.5
2023,13,LAC,17.0
2023,13,DET,21.75
2023,13,ATL,15.5
2023,13,ARI,23.5
2023,13,IND,20.25
2023,13,MIA,20.75
2023,13,CAR,20.5
2023,13,CLE,21.5
2023,13,SF,21.75
2023,13,KC,19.0
2023,13,CIN,25.5
2023,14,NE,18.0
2023,14,TB,21.5
2023,14,LA,24.75
2023,14,DET,20.75
2023,14,IND,24.0
2023,14,JAX,20.0
2023,14,CAR,22.25
2023,14,HOU,15.0
2023,14,MIN,18.75
2023,14,SEA,29.5
2023,14,BUF,25.75
2023,14,DEN,24.0
2023,14,PHI,28.0
2023,14,TEN,29.5
2023,14,GB,15.75
2023,15,LAC,19.5
2023,15,MIN,22.25
2023,15,PIT,21.5
2023,15,DEN,27.25
2023,15,ATL,14.5
2023,15,CHI,20.5
2023,15,TB,22.75
2023,15,NYJ,21.75
2023,15,KC,14.75
2023,15,NYG,22.75
2023,15,HOU,20.5
2023,15,SF,17.75
2023,15,WAS,27.5
2023,15,DAL,25.75
2023,15,BAL,19.25
2023,15,PHI,20.5
2023,16,NO,24.75
2023,16,CIN,18.25
2023,16,BUF,15.75
2023,16,IND,23.5
2023,16,GB,18.0
2023,16,CLE,18.5
2023,16,DET,22.5
2023,16,WAS,19.75
2023,16,SEA,19.5
2023,16,JAX,20.5
2023,16,ARI,23.25
2023,16,DAL,25.0
2023,16,NE,22.25
2023,16,LV,25.75
2023,16,NYG,27.5
2023,16,BAL,27.0
2023,17,NYJ,20.0
2023,17,DET,29.25
2023,17,MIA,25.0
2023,17,NE,27.5
2023,17,ATL,21.0
2023,17,TEN,24.5
2023,17,LV,23.0
2023,17,CAR,20.75
2023,17,LA,18.75
2023,17,ARI,30.0
2023,17,NO,22.5
2023,17,SF,17.5
2023,17,PIT,22.5
2023,17,LAC,21.5
2023,17,CIN,26.75
2023,17,GB,21.75
2023,18,PIT,15.5
2023,18,HOU,23.0
2023,18,TB,15.75
2023,18,CLE,22.25
2023,18,MIN,25.5
2023,18,NYJ,15.5
2023,18,ATL,22.5
2023,18,JAX,19.0
2023,18,SEA,22.75
2023,18,CHI,24.0
2023,18,KC,19.25
2023,18,DEN,20.5
2023,18,PHI,19.25
2023,18,LA,22.75
2023,18,DAL,17.25
2023,18,BUF,22.5
2023,19,CLE,21.25
2023,19,MIA,24.0
2023,19,GB,29.75
2023,19,LA,28.0
2023,19,PIT,24.75
2023,19,PHI,20.25
2023,20,HOU,27.0
2023,20,GB,30.5
2023,20,TB,27.75
2023,20,KC,24.0
2023,21,KC,24.25
2023,21,DET,30.0
2023,22,SF,22.75
2024,1,BAL,24.5
2024,1,GB,25.75
2024,1,PIT,23.5
2024,1,ARI,26.25
2024,1,TEN,23.5
2024,1,NE,24.25
2024,1,HOU,23.0
2024,1,JAX,26.5
2024,1,CAR,22.5
2024,1,MIN,20.75
2024,1,LV,22.0
2024,1,DEN,24.25
2024,1,DAL,22.25
2024,1,WAS,23.0
2024,1,LA,29.5
2024,1,NYJ,23.25
2024,2,BUF,25.5
2024,2,LV,25.0
2024,2,LAC,17.0
2024,2,NO,26.75
2024,2,TB,29.5
2024,2,IND,19.25
2024,2,CLE,22.25
2024,2,SF,21.0
2024,2,SEA,17.75
2024,2,NYJ,19.0
2024,2,NYG,22.0
2024,2,LA,23.25
2024,2,PIT,16.75
2024,2,CIN,27.0
2024,2,CHI,25.75
2024,2,ATL,26.0
2024,3,NE,22.75
2024,3,NYG,22.25
2024,3,CHI,22.25
2024,3,HOU,22.0
2024,3,PHI,25.75
2024,3,LAC,19.5
2024,3,DEN,23.25
2024,3,GB,20.0
2024,3,CAR,22.75
2024,3,MIA,22.75
2024,3,DET,24.25
2024,3,BAL,23.0
2024,3,SF,19.25
2024,3,KC,21.5
2024,3,JAX,25.25
2024,3,WAS,26.75
2024,4,DAL,19.75
2024,4,NO,22.0
2024,4,CIN,21.25
2024,4,LA,21.5
2024,4,MIN,23.25
2024,4,JAX,25.0
2024,4,PIT,18.75
2024,4,DEN,23.5
2024,4,PHI,20.5
2024,4,WAS,26.25
2024,4,NE,26.0
2024,4,KC,17.0
2024,4,CLE,17.0
2024,4,BUF,24.5
2024,4,TEN,19.75
2024,4,SEA,25.0
2024,5,TB,23.25
2024,5,NYJ,22.25
2024,5,CAR,22.0
2024,5,BAL,23.0
2024,5,BUF,24.5
2024,5,IND,24.25
2024,5,MIA,17.5
2024,5,CLE,23.5
2024,5,LV,19.5
2024,5,ARI,27.75
2024,5,GB,23.25
2024,5,NYG,24.75
2024,5,DAL,23.0
2024,5,NO,24.25
2024,6,SF,22.75
2024,6,JAX,21.5
2024,6,WAS,29.0
2024,6,ARI,26.25
2024,6,HOU,16.0
2024,6,TB,19.5
2024,6,CLE,25.0
2024,6,IND,22.25
2024,6,LAC,17.0
2024,6,PIT,16.5
2024,6,ATL,19.75
2024,6,DET,24.5
2024,6,CIN,20.75
2024,6,BUF,20.5
2024,7,DEN,17.25
2024,7,NE,24.25
2024,7,SEA,27.25
2024,7,TEN,25.25
2024,7,CIN,18.25
2024,7,HOU,25.5
2024,7,MIA,23.5
2024,7,DET,25.75
2024,7,PHI,19.5
2024,7,LV,25.0
2024,7,CAR,30.5
2024,7,KC,25.0
2024,7,NYJ,18.5
2024,7,BAL,23.25
2024,7,LAC,21.5
2024,8,MIN,22.25
2024,8,PHI,25.0
2024,8,BAL,18.5
2024,8,TEN,28.75
2024,8,IND,25.0
2024,8,GB,22.75
2024,8,ARI,25.25
2024,8,NYJ,17.0
2024,8,ATL,22.75
2024,8,NO,24.25
2024,8,BUF,21.25
2024,8,CAR,26.75
2024,8,KC,16.5
2024,8,CHI,24.0
2024,8,DAL,26.75
2024,8,NYG,21.75
2024,9,HOU,23.0
2024,9,DAL,27.5
2024,9,DEN,27.75
2024,9,MIA,27.75
2024,9,NO,18.25
2024,9,LV,26.5
2024,9,LAC,20.25
2024,9,WAS,20.0
2024,9,NE,20.75
2024,9,CHI,23.0
2024,9,JAX,26.75
2024,9,DET,22.5
2024,9,LA,23.5
2024,9,IND,26.75
2024,9,TB,27.25
2024,10,CIN,29.5
2024,10,NYG,17.0
2024,10,NE,22.0
2024,10,BUF,21.0
2024,10,MIN,17.75
2024,10,DEN,25.0
2024,10,ATL,21.5
2024,10,SF,22.0
2024,10,PIT,23.25
2024,10,TEN,24.0
2024,10,NYJ,21.75
2024,10,PHI,18.5
2024,10,DET,22.25
2024,10,MIA,26.0
2024,11,WAS,27.0
2024,11,GB,17.5
2024,11,JAX,30.75
2024,11,LV,25.75
2024,11,LA,19.25
2024,11,CLE,21.5
2024,11,IND,23.5
2024,11,BAL,22.5
2024,11,MIN,17.0
2024,11,ATL,23.25
2024,11,SEA,27.5
2024,11,KC,24.5
2024,11,CIN,24.5
2024,11,HOU,17.0
2024,12,PIT,16.5
2024,12,KC,16.0
2024,12,MIN,18.25
2024,12,TEN,24.25
2024,12,DET,21.75
2024,12,NE,26.75
2024,12,TB,17.0
2024,12,DAL,27.75
2024,12,DEN,17.5
2024,12,SF,25.5
2024,12,ARI,22.75
2024,12,PHI,23.0
2024,12,BAL,24.0
2024,13,CHI,28.5
2024,13,NYG,21.75
2024,13,MIA,25.5
2024,13,LV,27.75
2024,13,LAC,23.0
2024,13,PIT,24.5
2024,13,HOU,20.5
2024,13,ARI,24.5
2024,13,IND,19.5
2024,13,SEA,21.25
2024,13,TEN,25.5
2024,13,TB,19.75
2024,13,LA,23.0
2024,13,PHI,26.5
2024,13,SF,25.75
2024,13,CLE,24.0
2024,14,GB,28.0
2024,14,NYJ,25.75
2024,14,ATL,26.25
2024,14,NO,17.75
2024,14,CAR,29.25
2024,14,CLE,24.5
2024,14,LV,27.0
