season,team,total_minutes,returning_minutes,continuity_pct
2018,Samford,6400,5627,0.87921875
2018,San Diego State,6600,4936,0.7478787878787879
2018,San Diego,6850,6430,0.9386861313868613
2018,San Francisco,7850,6061,0.7721019108280255
2018,San José State,6050,4650,0.768595041322314
2018,Santa Clara,6225,3673,0.5900401606425703
2018,Seattle U,6875,3550,0.5163636363636364
2018,Seton Hall,6850,5737,0.8375182481751825
2018,Siena,6624,4049,0.611262077294686
2018,South Alabama,6425,4507,0.7014785992217899
2018,South Carolina,6450,2900,0.4496124031007752
2018,South Carolina State,6450,3940,0.6108527131782946
2018,South Carolina Upstate,6449,5525,0.8567219723988215
2018,South Dakota,7000,6336,0.9051428571428571
2018,South Dakota State,7075,5376,0.7598586572438163
2018,South Florida,6425,1776,0.276420233463035
2018,Southeast Missouri State,6250,4101,0.65616
2018,Southern Illinois,6700,5606,0.8367164179104477
2018,Southern,6650,3472,0.5221052631578947
2018,Southern Miss,6850,6489,0.9472992700729927
2018,Southern Utah,6450,3473,0.5384496124031007
2018,St. Bonaventure,6900,6402,0.9278260869565217
2018,St. Francis (PA),6300,5689,0.903015873015873
2018,St. John's,6725,6166,0.9168773234200743
2018,Stanford,7050,3989,0.5658156028368795
2018,Stephen F. Austin,7000,5611,0.8015714285714286
2018,Stetson,6450,4579,0.7099224806201551
2018,Stony Brook,6250,4329,0.69264
2018,Syracuse,7500,4483,0.5977333333333333
2018,TCU,6725,5918,0.88
2018,Temple,6250,5107,0.81712
2018,Tennessee State,6100,4664,0.7645901639344262
2018,Tennessee Tech,6625,5153,0.7778113207547169
2018,Tennessee,7050,5713,0.810354609929078
2018,Texas A&M,6400,4483,0.70046875
2018,Texas A&M-Corpus Christi,5850,4030,0.6888888888888889
2018,Texas,7050,3781,0.5363120567375886
2018,Texas Southern,7050,3596,0.5100709219858156
2018,Texas State,6650,4241,0.6377443609022556
2018,Texas Tech,7250,4581,0.6318620689655172
2018,The Citadel,6451,4433,0.687180282126802
2018,Toledo,6801,5039,0.7409204528745773
2018,Towson,6500,6330,0.9738461538461538
2018,Troy,6450,5807,0.9003100775193799
2018,Tulane,6250,5476,0.87616
2018,Tulsa,6275,5113,0.8148207171314741
2018,UAB,6650,4505,0.6774436090225564
2018,UAlbany,6400,5411,0.84546875
2018,UC Davis,6600,5153,0.7807575757575758
2018,UC Irvine,7050,6889,0.9771631205673759
2018,UC Riverside,6225,5615,0.9020080321285141
2018,UC Santa Barbara,6425,4286,0.6670817120622569
2018,UCF,6425,6149,0.9570428015564202
2018,UCLA,6750,4552,0.6743703703703704
2018,UConn,6500,3632,0.5587692307692308
2018,UIC,7225,6530,0.9038062283737024
2018,UL Monroe,6450,5032,0.78015503875969
2018,UMBC,7000,5818,0.8311428571428572
2018,UMass Lowell,6025,4997,0.8293775933609958
2018,UNC Asheville,6926,6693,0.9663586485706035
2018,UNC Greensboro,7150,6580,0.9202797202797203
2018,UNC Wilmington,6525,4878,0.7475862068965518
2018,UNLV,6725,3134,0.46602230483271373
2018,USC,7300,6667,0.9132876712328767
2018,UT Arlington,6825,5583,0.8180219780219781
2018,UT Martin,6275,2693,0.4291633466135458
2018,UT Rio Grande Valley,6649,4586,0.6897277786133253
2018,UTEP,6000,3617,0.6028333333333333
2018,UTSA,7025,4128,0.5876156583629893
2018,Utah State,6825,5239,0.7676190476190476
2018,Utah,7050,4850,0.6879432624113475
2018,Utah Valley,6625,4053,0.6117735849056604
2018,VCU,6475,4127,0.6373745173745173
2018,VMI,6000,3707,0.6178333333333333
2018,Valparaiso,6400,4996,0.780625
2018,Vanderbilt,6450,4974,0.7711627906976745
2018,Vermont,7000,6439,0.9198571428571428
2018,Villanova,8075,6994,0.8661300309597523
2018,Virginia,6825,6190,0.906959706959707
2018,Virginia Tech,6275,4954,0.7894820717131474
2018,Wagner,6625,5446,0.8220377358490566
2018,Wake Forest,6200,4414,0.7119354838709677
2018,Washington,6475,4395,0.6787644787644788
2018,Washington State,6250,4312,0.68992
2018,Weber State,6275,4617,0.7357768924302789
2018,West Virginia,7225,5997,0.8300346020761246
2018,Western Carolina,6400,4185,0.65390625
2018,Western Illinois,5675,3971,0.6997356828193833
2018,Western Kentucky,7625,2440,0.32
2018,Western Michigan,6425,6085,0.9470817120622568
2018,Wichita State,6250,5945,0.9512
2018,William & Mary,6275,5832,0.929402390438247
2018,Winthrop,6200,4403,0.7101612903225807
2018,Wisconsin,6425,4701,0.7316731517509728
2018,Wofford,6800,5162,0.7591176470588236
2018,Wright State,7050,5515,0.7822695035460993
2018,Wyoming,6825,6210,0.9098901098901099
2018,Xavier,6875,4925,0.7163636363636363
2018,Yale,6250,4635,0.7416
2018,Youngstown State,6450,3244,0.5029457364341086
2018,Hartford,6642,5670,0.8536585365853658
2018,St. Francis Brooklyn,6300,3587,0.5693650793650794
2018,Centenary (LA),400,279,0.6975
2018,Savannah State,6275,4286,0.6830278884462151
2018,Oglethorpe,200,170,0.85
2018,Erskine,200,29,0.145
2018,Washington College (MD),400,235,0.5875
2018,Georgian Court,200,0,0.0
2018,Piedmont,400,344,0.86
2018,Alice Lloyd College,200,54,0.27
2018,Morris College,200,0,0.0
2018,Defiance,200,0,0.0
2018,Hannibal-LaGrange,200,108,0.54
2018,Mid-Atlantic Christian,600,49,0.08166666666666667
2018,Columbia International,400,229,0.5725
2018,Frostburg State,200,167,0.835
2018,NC Wesleyan,800,694,0.8675
2018,Trinity Baptist,800,403,0.50375
2018,William Peace,200,166,0.83
2018,Vermont State - Lyndon,200,121,0.605
2018,Lakeland,200,0,0.0
2018,Lynchburg,200,0,0.0
2018,Mississippi College,200,111,0.555
2018,Bob Jones,400,170,0.425
2018,Dallas Christian,200,133,0.665
2018,Louisiana Christian,600,345,0.575
2018,Bethel (TN),200,64,0.32
2018,Jamestown,200,0,0.0
2018,St. Francis (IL),400,230,0.575
2018,Trinity (TX),200,0,0.0
2018,Avila,400,0,0.0
2018,Dubuque,200,62,0.31
2018,Fisk,800,463,0.57875
2018,Western New Mexico,200,0,0.0
2018,Howard Payne,600,335,0.5583333333333333
2018,William Carey,200,42,0.21
2018,Southern-New Orleans,800,255,0.31875
2018,New Mexico Highlands,200,0,0.0
2018,Hawai'i Hilo,200,59,0.295
2018,Concordia-St. Paul,600,0,0.0
2018,Jessup University,400,296,0.74
2018,Life Pacific,800,351,0.43875
2018,San Francisco State,200,118,0.59
2018,La Verne,200,106,0.53
2018,Chapman,200,70,0.35
2018,Westminster (PA),200,0,0.0
2018,Toccoa Falls,1400,487,0.34785714285714286
2018,Maine-Fort Kent,200,25,0.125
2018,Ohio Christian,200,96,0.48
2018,Boyce,200,57,0.285
2018,Massachusetts-Boston,200,0,0.0
2018,St. Andrews,400,124,0.31
2018,Kentucky Christian,400,247,0.6175
2018,Bethesda University,800,321,0.40125
2018,SUNY-Oneonta,200,135,0.675
2018,Eureka,600,560,0.9333333333333333
2018,UT Dallas,200,125,0.625
2018,Wayland Baptist,200,89,0.445
2018,Siena Heights,600,454,0.7566666666666667
2018,Southwestern (TX),200,0,0.0
2018,Coastal Georgia,200,127,0.635
2018,McMurry,400,70,0.175
2018,Concordia-Ann Arbor,200,37,0.185
2018,Brescia,200,163,0.815
2018,Bluefield University,200,52,0.26
2018,Mount Marty College,200,0,0.0
2018,Valley Forge,200,190,0.95
2018,Christendom,200,0,0.0
2018,Mercy,200,0,0.0
2018,Carolina University,200,45,0.225
2018,LeTourneau,400,332,0.83
2018,Loyola New Orleans,400,242,0.605
2018,Emerson,200,168,0.84
2018,Tusculum,200,59,0.295
2018,Randall University,400,297,0.7425
2018,North Greenville,400,178,0.445
2018,Florida National,800,210,0.2625
2018,Ecclesia,600,309,0.515
2018,John Jay College,200,105,0.525
2018,Texas College,200,69,0.345
2018,Saint Mary's (MN),200,74,0.37
2018,Rockford,400,0,0.0
2018,Central State (OH),200,95,0.475
2018,Haskell,200,28,0.14
2018,Trinity Christian (IL),400,225,0.5625
2018,Calvary,200,0,0.0
2018,Spring Hill,400,359,0.8975
2018,East-West University,200,57,0.285
2018,Southern Wesleyan,400,174,0.435
2018,Mitchell College,200,150,0.75
2018,Johnson University (TN),200,46,0.23
2018,Edward Waters,600,320,0.5333333333333333
2018,Kentucky State,200,68,0.34
2018,Ferrum,200,123,0.615
2018,Florida Tech,200,182,0.91
2018,Rogers State,200,91,0.455
2018,Midway University,600,0,0.0
2018,SUNY-Maritime,200,0,0.0
2018,Texas Lutheran,400,215,0.5375
2018,Northern New Mexico,600,279,0.465
2018,Central Penn,1200,823,0.6858333333333333
2018,Elizabeth City State,200,65,0.325
2018,Bethany (WV),200,0,0.0
2018,Our Lady Of The Lake,400,149,0.3725
2018,Pittsburgh-Bradford,200,24,0.12
2018,Brevard,400,252,0.63
2018,Arlington Baptist,600,539,0.8983333333333333
2018,Montreat,400,158,0.395
2018,Sarah Lawrence,200,97,0.485
2018,Cairn University,200,124,0.62
2018,Harris-Stowe State,200,27,0.135
2018,Ouachita Baptist,200,83,0.415
2018,Montana Tech,200,102,0.51
2018,Bryn Athyn,200,140,0.7
2018,Middle Georgia State,400,109,0.2725
2018,Hardin-Simmons,200,0,0.0
2018,Walla Walla,400,265,0.6625
2018,Shawnee State,200,0,0.0
2018,St. Thomas (TX),600,0,0.0
2018,Whittier,400,0,0.0
2018,Willamette,200,184,0.92
2018,Tennessee Wesleyan,600,319,0.5316666666666666
2018,Milligan,600,492,0.82
2018,Schreiner,400,178,0.445
2018,Franciscan University,400,0,0.0
2018,Brewton-Parker,200,56,0.28
2018,Kentucky Wesleyan,200,0,0.0
2018,Rust,625,82,0.1312
2018,Webber International,800,162,0.2025
2018,Johnson & Wales (RI),200,95,0.475
2018,Asbury,400,287,0.7175
2018,Mobile,400,149,0.3725
2018,Benedictine (AZ),200,138,0.69
2018,Eastern Oregon,400,0,0.0
2018,Anderson (IN),200,26,0.13
2018,Kean,400,211,0.5275
2018,Linfield College,200,61,0.305
2018,Johnson University Florida,200,108,0.54
2018,Washington and Lee,200,0,0.0
2018,Carroll (MT),200,172,0.86
2018,Millsaps,400,159,0.3975
2018,Jarvis Christian,400,196,0.49
2018,Lourdes University,200,14,0.07
2018,Doane,200,70,0.35
2018,Blue Mountain,800,365,0.45625
2018,Sonoma State,200,140,0.7
2018,Oakland City,600,488,0.8133333333333334
2018,UC Merced,200,147,0.735
2018,Maine-Presque Isle,200,92,0.46
2018,Goldey-Beacom,200,99,0.495
2018,Penn State (Brandywine),200,0,0.0
2018,Curry College,200,0,0.0
2018,Molloy,400,344,0.86
2018,North Park,200,0,0.0
2018,Ave Maria,400,92,0.23
2018,St. Mary's (MD),200,135,0.675
2018,UT Tyler,400,45,0.1125
2018,Lyon,200,20,0.1
2018,Johnson & Wales (NC),800,431,0.53875
2018,Tiffin,200,88,0.44
2018,Reinhardt,400,169,0.4225
2018,Pacific Union,200,120,0.6
2018,Valley City,200,95,0.475
2018,Pacific Lutheran,200,110,0.55
2018,Lake Erie,225,194,0.8622222222222222
2018,Chaminade,200,90,0.45
2018,Northland,398,318,0.7989949748743719
2018,Limestone,200,144,0.72
2018,Clarks Summit,200,109,0.545
2018,Missouri Baptist,200,0,0.0
2018,Albany St (GA),200,25,0.125
2018,Warren Wilson,400,292,0.73
2018,FDU Florham,200,146,0.73
2018,Coe,200,183,0.915
2018,Berea,200,60,0.3
2018,LeMoyne-Owen,200,0,0.0
2018,George Fox,200,124,0.62
2018,Northwest Nazarene,200,135,0.675
2018,Arkansas-Fort Smith,400,198,0.495
2018,Oak Hills Christian,200,73,0.365
2018,Portland Bible,200,0,0.0
2018,Mayville State,400,190,0.475
2018,Bridgewater College (VA),400,57,0.1425
2018,Adams State,200,25,0.125
2018,Wiley,200,49,0.245
2018,Greensboro College,400,233,0.5825
2018,Florida Memorial,400,184,0.46
2018,E. New Mexico,200,103,0.515
2018,Northwood (MI),200,0,0.0
2018,LSU Shreveport,200,33,0.165
2018,Arcadia,200,0,0.0
2018,Antelope Valley,400,181,0.4525
2018,Trevecca Nazarene,200,86,0.43
2018,Notre Dame College (OH),200,119,0.595
2018,Southern Nazarene,200,171,0.855
2018,Illinois-Springfield,200,143,0.715
2018,UW-Parkside,400,0,0.0
2018,Wartburg,200,0,0.0
2018,San Diego Christian,1000,615,0.615
2018,Rochester University (MI),200,187,0.935
2018,Missouri S&T,200,0,0.0
2018,Puget Sound,200,0,0.0
2018,Allen University,400,96,0.24
2018,Methodist,400,279,0.6975
2018,Cincinnati Clermont,200,0,0.0
2018,Dakota State,200,0,0.0
2018,St. Mary's (TX),200,134,0.67
2018,Lees-McRae,200,125,0.625
2018,Indianapolis,200,0,0.0
2018,Carver College,600,0,0.0
2018,Ottawa (AZ),200,0,0.0
2018,Mars Hill,201,102,0.5074626865671642
2018,Multnomah University,200,49,0.245
2018,Paine,200,27,0.135
2018,Simon Fraser,200,0,0.0
2018,West Coast Baptist,200,84,0.42
2018,Montana-Western,200,8,0.04
2018,Lincoln (PA),200,0,0.0
2018,Saint Martin's,200,46,0.23
2018,Peru State,200,0,0.0
2018,Holy Names University,400,179,0.4475
2018,Northwestern Ohio,200,0,0.0
2018,Concord,400,0,0.0
2018,Cal State LA,200,78,0.39
2018,Williams Baptist,200,112,0.56
2018,Goucher,200,63,0.315
2018,Florida College,400,238,0.595
2018,Centenary (NJ),200,0,0.0
2018,Shenandoah,400,259,0.6475
2018,Texas A&M-International,200,86,0.43
2018,Ohio Valley,400,29,0.0725
2018,Gordon College,200,0,0.0
2018,Culver-Stockton,400,0,0.0
2018,Barclay College,200,0,0.0
2018,Presentation College,600,54,0.09
2018,MIT,200,97,0.485
2018,Hartwick,200,59,0.295
2018,Cal Lutheran,400,0,0.0
2018,Indiana-Kokomo,400,156,0.39
2018,Quincy,200,49,0.245
2018,Eastern University (PA),200,0,0.0
2018,Elmira,200,0,0.0
2018,Evangel,200,0,0.0
2018,Point,400,73,0.1825
2018,Tougaloo,200,116,0.58
2018,Michigan-Dearborn,400,253,0.6325
2018,North Georgia,200,143,0.715
2018,East Texas Baptist,200,0,0.0
2018,Lewis,200,0,0.0
2018,William Jewell,200,93,0.465
2018,Emporia St,200,26,0.13
2018,Georgia Southwestern,200,0,0.0
2018,Olivet,200,29,0.145
2018,Washington Adventist,200,0,0.0
2018,Whitworth,200,0,0.0
2018,Cornell College (IA),200,0,0.0
2018,Bluefield State,400,0,0.0
2018,UC Santa Cruz,200,0,0.0
2018,Notre Dame de Namur,400,44,0.11
2018,Wesley,200,0,0.0
2018,Ohio Northern,200,0,0.0
2018,East Central (OK),400,222,0.555
2018,Missouri-St. Louis,200,65,0.325
2018,Rio Grande,200,118,0.59
2018,Bethany (KS),200,0,0.0
2018,Johnson & Wales (CO),400,315,0.7875
2018,Thomas (GA),200,139,0.695
2018,Wilmington (OH),200,0,0.0
2018,College Of New Rochelle,400,0,0.0
2018,City College NY,200,0,0.0
2018,Saint Leo,200,0,0.0
2018,Bemidji State,200,0,0.0
2018,Alaska Anchorage,625,95,0.152
2018,St. Edward's,400,232,0.58
2018,Hiwassee,800,661,0.82625
2018,Southeastern,200,0,0.0
2018,University of The Ozarks,400,159,0.3975
2018,Miles,200,91,0.455
2018,Concordia-Nebraska,200,0,0.0
2018,Western State Colorado University,400,247,0.6175
2018,Fontbonne,200,105,0.525
2018,Maine-Machias,200,0,0.0
2018,Fayetteville St,200,0,0.0
2018,Spring Arbor,200,0,0.0
2018,Wheelock College,200,88,0.44
2018,Emory,200,0,0.0
2018,Wisconsin-Lacrosse,200,0,0.0
2018,University of Mary,200,109,0.545
2018,Wentworth Institute Of Technology,200,104,0.52
2018,Embry-Riddle (AZ),200,0,0.0
2018,Rockhurst,200,68,0.34
2018,Silver Lake,200,23,0.115
2018,Oregon Tech,200,44,0.22
2018,Staten Island,200,119,0.595
2018,York College Pa,200,0,0.0
2018,Augustana (IL),200,0,0.0
2018,Concordia College (AL),200,0,0.0
2018,Black Hills State,200,69,0.345
2018,Wheaton (MA),200,0,0.0
2018,Henderson State,200,116,0.58
2018,Panhandle St (OK),400,163,0.4075
2018,Catholic,200,54,0.27
2018,Susquehanna,200,59,0.295
2018,CS Monterey Bay,200,101,0.505
2018,Great Falls,200,112,0.56
2018,Colorado Mesa,200,0,0.0
2018,Lawrence Tech,200,0,0.0
2018,Lincoln Christian,200,0,0.0
2018,Nebraska Christian,200,0,0.0
2018,Rowan,200,92,0.46
2019,Abilene Christian,6850,5687,0.8302189781021898
2019,Air Force,6499,5547,0.8535159255270042
2019,Akron,6423,4435,0.6904873112252842
2019,Alabama A&M,6475,4034,0.623011583011583
2019,Alabama,6824,5747,0.8421746776084408
2019,Alabama State,6058,4291,0.7083195774182899
2019,Alcorn State,6224,4533,0.7283097686375322
2019,American University,6016,5188,0.8623670212765957
2019,App State,6450,5678,0.8803100775193798
2019,Arizona State,6900,5222,0.7568115942028986
2019,Arizona,6450,3650,0.5658914728682171
2019,Arkansas,6850,3125,0.4562043795620438
2019,Arkansas State,6550,5026,0.7673282442748092
2019,Arkansas-Pine Bluff,6500,4545,0.6992307692307692
2019,Army,6399,5504,0.8601343959993749
2019,Auburn,8075,7546,0.9344891640866873
2019,Austin Peay,6675,4567,0.6841947565543072
2019,BYU,6476,5388,0.8319950586781965
2019,Ball State,6700,6326,0.9441791044776119
2019,Baylor,6825,3466,0.5078388278388278
2019,Belmont,6450,6105,0.9465116279069767
2019,Bethune-Cookman,6250,3196,0.51136
2019,Binghamton,6600,3486,0.5281818181818182
2019,Boise State,6650,5610,0.843609022556391
2019,Boston College,6301,4229,0.671163307411522
2019,Boston University,6625,4588,0.6925283018867925
2019,Bowling Green,6850,5200,0.7591240875912408
2019,Bradley,7026,6443,0.917022487902078
2019,Brown,6450,5889,0.9130232558139535
2019,Bryant,5998,3037,0.5063354451483828
2019,Bucknell,6625,5898,0.8902641509433963
2019,Buffalo,7225,6504,0.9002076124567474
2019,Butler,6649,6029,0.9067528951722064
2019,Cal Poly,5925,3843,0.6486075949367088
2019,Cal State Bakersfield,6873,5567,0.8099810854066638
2019,Cal State Fullerton,6925,6373,0.9202888086642599
2019,Cal State Northridge,6875,3221,0.46850909090909093
2019,California Baptist,6298,0,0.0
2019,California,6225,3995,0.6417670682730924
2019,Campbell,6493,4833,0.7443400585245649
2019,Canisius,6475,5904,0.9118146718146718
2019,Central Arkansas,6648,5299,0.7970818291215404
2019,Central Connecticut,6300,3476,0.5517460317460318
2019,Central Michigan,7125,4037,0.5665964912280702
2019,Charleston,6650,5843,0.8786466165413533
2019,Charleston Southern,6850,4296,0.6271532846715329
2019,Charlotte,5801,3047,0.5252542665057749
2019,Chattanooga,6229,1898,0.3047038047840745
2019,Chicago State,6400,4522,0.7065625
2019,Cincinnati,7051,6468,0.9173166926677067
2019,Clemson,6800,5780,0.85
2019,Cleveland State,6249,3171,0.5074411905904945
2019,Coastal Carolina,6848,3953,0.577248831775701
2019,Colgate,7075,4825,0.6819787985865724
2019,Colorado,7224,5436,0.7524916943521595
2019,Colorado State,6421,3443,0.5362093131910918
2019,Columbia,5800,5001,0.8622413793103448
2019,Coppin State,6650,5162,0.7762406015037594
2019,Cornell,6299,6050,0.9604699158596602
2019,Creighton,7100,5302,0.7467605633802817
2019,Dartmouth,6050,5118,0.8459504132231405
2019,Davidson,6732,5657,0.8403149138443257
2019,Dayton,6674,5947,0.891069823194486
2019,DePaul,7250,5793,0.7990344827586207
2019,Delaware,6800,4488,0.66
2019,Delaware State,6199,3800,0.6130020971124375
2019,Denver,5992,3113,0.5195260347129506
2019,Detroit Mercy,6200,1754,0.2829032258064516
2019,Drake,6925,1841,0.26584837545126355
2019,Drexel,6400,3544,0.55375
2019,Duke,7625,2976,0.39029508196721313
2019,Duquesne,6475,4276,0.6603861003861003
2019,East Carolina,6274,4257,0.6785145043034747
2019,East Tennessee State,6726,3547,0.5273565269104966
2019,East Texas A&M,400,0,0.0
2019,Eastern Illinois,6548,1586,0.24221136224801465
2019,Eastern Kentucky,6325,3558,0.5625296442687747
2019,Eastern Michigan,6475,5291,0.8171428571428572
2019,Eastern Washington,6900,6422,0.9307246376811594
2019,Elon,6450,4357,0.6755038759689922
2019,Evansville,6475,4715,0.7281853281853282
2019,Fairfield,6200,3561,0.5743548387096774
2019,Fairleigh Dickinson,7100,6593,0.9285915492957747
2019,Florida A&M,6224,4184,0.6722365038560412
2019,Florida Atlantic,6675,2138,0.3202996254681648
2019,Florida,7275,4324,0.5943642611683849
2019,Florida Gulf Coast,6400,3460,0.540625
2019,Florida International,6800,4741,0.6972058823529412
2019,Florida State,7500,6540,0.872
2019,Fordham,6475,3356,0.5183011583011583
2019,Fresno State,6425,5862,0.9123735408560312
2019,Furman,6700,6122,0.9137313432835821
2019,Gardner-Webb,7150,5817,0.8135664335664335
2019,George Mason,6650,5603,0.8425563909774436
2019,George Washington,6500,5918,0.9104615384615384
2019,Georgetown,6773,4090,0.6038683006053448
2019,Georgia,6400,5628,0.879375
2019,Georgia Southern,6650,4485,0.674436090225564
2019,Georgia State,6800,6321,0.9295588235294118
2019,Georgia Tech,6425,3741,0.5822568093385214
2019,Gonzaga,7400,6367,0.8604054054054054
2019,Grambling,6650,5617,0.8446616541353383
2019,Grand Canyon,6850,3774,0.550948905109489
2019,Green Bay,7675,4924,0.6415635179153094
2019,Hampton,7150,6677,0.9338461538461539
2019,Harvard,6325,4967,0.785296442687747
2019,Hawai'i,6250,4940,0.7904
2019,High Point,6275,5394,0.859601593625498
2019,Hofstra,7200,5813,0.8073611111111111
2019,Holy Cross,6675,0,0.0
2019,Houston Christian,6125,4654,0.7598367346938776
2019,Houston,7398,5534,0.7480400108137334
2019,Howard,6850,5000,0.7299270072992701
2019,IU Indianapolis,6600,5343,0.8095454545454546
2019,Idaho State,6000,3522,0.587
2019,Idaho,6426,4070,0.6333644568938687
2019,Illinois,6675,3288,0.49258426966292135
2019,Illinois State,6473,5662,0.8747103352386838
2019,Incarnate Word,6275,3230,0.5147410358565737
2019,Indiana,7100,4522,0.6369014084507042
2019,Indiana State,6250,4436,0.70976
2019,Iona,6600,3161,0.47893939393939394
2019,Iowa,7075,6073,0.858374558303887
2019,Iowa State,7000,4533,0.6475714285714286
2019,Jackson State,6425,2061,0.3207782101167315
2019,Jacksonville,6425,3862,0.6010894941634242
2019,Jacksonville State,6723,5991,0.891120035698349
2019,James Madison,6714,5654,0.8421209413166518
2019,Kansas City,6365,4799,0.7539670070699136
2019,Kansas,7275,4178,0.5742955326460482
2019,Kansas State,6800,6373,0.9372058823529412
2019,Kennesaw State,6225,4105,0.659437751004016
2019,Kent State,6646,3516,0.5290400240746314
2019,Kentucky,7450,1900,0.2550335570469799
2019,LSU,7175,3210,0.4473867595818815
2019,La Salle,6200,3796,0.6122580645161291
2019,Lafayette,6100,4961,0.8132786885245902
2019,Lamar,6699,5111,0.7629496939841768
2019,Le Moyne,200,0,0.0
2019,Lehigh,6250,5170,0.8272
2019,Liberty,7200,5837,0.8106944444444445
2019,Lipscomb,7399,6722,0.9085011488038924
2019,Little Rock,6206,3564,0.5742829519819529
2019,Long Beach State,6676,5675,0.8500599161174356
2019,Long Island University,5068,5022,0.9909234411996843
2019,Longwood,6804,4257,0.6256613756613757
2019,Louisiana,6450,5544,0.8595348837209302
2019,Louisiana Tech,6675,5138,0.7697378277153558
2019,Louisville,6900,5087,0.7372463768115942
2019,Loyola Chicago,6800,5424,0.7976470588235294
2019,Loyola Maryland,6475,4707,0.7269498069498069
2019,Loyola Marymount,6799,5589,0.8220326518605677
2019,Maine,6550,3900,0.5954198473282443
2019,Manhattan,6224,3292,0.5289203084832905
2019,Marist,6250,4607,0.73712
2019,Marquette,6874,5884,0.8559790514983998
2019,Marshall,7475,5922,0.7922408026755853
2019,Maryland Eastern Shore,6424,3405,0.5300435865504358
2019,Maryland,6600,3193,0.48378787878787877
2019,Massachusetts,6450,4905,0.7604651162790698
2019,McNeese,6225,1984,0.318714859437751
2019,Memphis,7250,4533,0.6252413793103448
2019,Mercer,6225,4388,0.7048995983935743
2019,Miami (OH),6425,5293,0.8238132295719844
2019,Miami,6425,4972,0.773852140077821
2019,Michigan State,7848,6261,0.797782874617737
2019,Michigan,7400,5987,0.8090540540540541
2019,Middle Tennessee,6400,3770,0.5890625
2019,Milwaukee,6224,2607,0.4188624678663239
2019,Minnesota,7225,4752,0.6577162629757786
2019,Mississippi State,6848,5439,0.7942464953271028
2019,Mississippi Valley State,6423,3730,0.5807255176708703
2019,Missouri State,6425,2815,0.43813229571984436
2019,Missouri,6450,3545,0.5496124031007752
2019,Monmouth,6897,6131,0.8889372190807597
2019,Montana,7025,6038,0.8595017793594306
2019,Montana State,6400,4804,0.750625
2019,Morehead State,6675,6144,0.9204494382022472
2019,Morgan State,6050,3782,0.6251239669421488
2019,Mount St. Mary's,6200,1697,0.2737096774193548
2019,Murray State,6600,4586,0.6948484848484848
2019,NC State,7250,4721,0.6511724137931034
2019,NJIT,7050,6396,0.9072340425531915
2019,Navy,6199,4580,0.7388288433618325
2019,Nebraska,7225,6699,0.92719723183391
2019,Nevada,6800,5874,0.8638235294117647
2019,New Hampshire,5800,3987,0.6874137931034483
2019,New Mexico,6400,4379,0.68421875
2019,New Mexico State,7025,3522,0.5013523131672598
2019,New Orleans,6725,4763,0.7082527881040892
2019,Niagara,6425,5209,0.810739299610895
2019,Nicholls,6250,2036,0.32576
2019,Norfolk State,7300,5444,0.7457534246575342
2019,North Alabama,6425,0,0.0
2019,North Carolina A&T,6450,2733,0.42372093023255814
2019,North Carolina Central,6825,4024,0.5895970695970696
2019,North Carolina,7225,5306,0.73439446366782
2019,North Dakota,6001,4609,0.7680386602232961
2019,North Dakota State,7050,4845,0.6872340425531915
2019,North Florida,6625,5665,0.8550943396226415
2019,North Texas,6511,6455,0.9913991706343112
2019,Northeastern,6925,6801,0.9820938628158845
2019,Northern Arizona,6250,3429,0.54864
2019,Northern Colorado,6475,3662,0.5655598455598455
2019,Northern Illinois,6872,5971,0.8688882421420256
2019,Northern Iowa,6800,4597,0.6760294117647059
2019,Northern Kentucky,7050,4990,0.7078014184397163
2019,Northwestern State,6250,4370,0.6992
2019,Northwestern,6450,4541,0.7040310077519379
2019,Notre Dame,6599,3924,0.5946355508410365
2019,Oakland,6096,4039,0.6625656167979003
2019,Ohio,6275,4202,0.6696414342629482
2019,Ohio State,6825,4026,0.5898901098901099
2019,Oklahoma,6824,4526,0.6632473622508792
2019,Oklahoma State,6425,3522,0.5481712062256809
2019,Old Dominion,7000,5075,0.725
2019,Ole Miss,6625,4886,0.7375094339622642
2019,Omaha,6450,6034,0.9355038759689922
2019,Oral Roberts,6365,1812,0.28468185388845246
2019,Oregon,7650,4071,0.532156862745098
2019,Oregon State,6248,4939,0.7904929577464789
2019,Pacific,6450,4134,0.6409302325581395
2019,Penn State,6475,4274,0.66007722007722
2019,Pennsylvania,6325,5129,0.8109090909090909
2019,Pepperdine,6851,4435,0.647350751715078
2019,Pittsburgh,6650,3287,0.4942857142857143
2019,Portland,6450,5523,0.8562790697674418
2019,Portland State,6450,3635,0.5635658914728682
2019,Prairie View A&M,7000,2507,0.35814285714285715
2019,Presbyterian,7225,4240,0.5868512110726644
2019,Princeton,5475,4157,0.759269406392694
2019,Providence,6924,5090,0.7351242056614674
2019,Purdue,7299,6181,0.846828332648308
2019,Purdue Fort Wayne,6650,5494,0.8261654135338345
2019,Quinnipiac,6350,4670,0.7354330708661417
2019,Radford,6650,5578,0.838796992481203
2019,Rhode Island,6675,4468,0.6693632958801499
2019,Rice,6524,2333,0.3576026977314531
2019,Richmond,6600,3998,0.6057575757575757
2019,Rider,6225,6030,0.9686746987951808
2019,Robert Morris,7099,5448,0.7674320326806593
2019,Rutgers,6250,3975,0.636
